Código Município;ETo_mean2014/11/01;ETo_sd2014/11/01;ETo_max2014/11/01;ETo_min2014/11/01;ETo_sum2014/11/01;ETo_mean2014/12/01;ETo_sd2014/12/01;ETo_max2014/12/01;ETo_min2014/12/01;ETo_sum2014/12/01;ETo_mean2015/01/01;ETo_sd2015/01/01;ETo_max2015/01/01;ETo_min2015/01/01;ETo_sum2015/01/01;ETo_mean2015/11/01;ETo_sd2015/11/01;ETo_max2015/11/01;ETo_min2015/11/01;ETo_sum2015/11/01;ETo_mean2015/12/01;ETo_sd2015/12/01;ETo_max2015/12/01;ETo_min2015/12/01;ETo_sum2015/12/01;ETo_mean2016/01/01;ETo_sd2016/01/01;ETo_max2016/01/01;ETo_min2016/01/01;ETo_sum2016/01/01;ETo_mean2016/11/01;ETo_sd2016/11/01;ETo_max2016/11/01;ETo_min2016/11/01;ETo_sum2016/11/01;ETo_mean2016/12/01;ETo_sd2016/12/01;ETo_max2016/12/01;ETo_min2016/12/01;ETo_sum2016/12/01;ETo_mean2017/01/01;ETo_sd2017/01/01;ETo_max2017/01/01;ETo_min2017/01/01;ETo_sum2017/01/01;ETo_mean2017/11/01;ETo_sd2017/11/01;ETo_max2017/11/01;ETo_min2017/11/01;ETo_sum2017/11/01;ETo_mean2017/12/01;ETo_sd2017/12/01;ETo_max2017/12/01;ETo_min2017/12/01;ETo_sum2017/12/01;ETo_mean2018/01/01;ETo_sd2018/01/01;ETo_max2018/01/01;ETo_min2018/01/01;ETo_sum2018/01/01;ETo_mean2018/11/01;ETo_sd2018/11/01;ETo_max2018/11/01;ETo_min2018/11/01;ETo_sum2018/11/01;ETo_mean2018/12/01;ETo_sd2018/12/01;ETo_max2018/12/01;ETo_min2018/12/01;ETo_sum2018/12/01;ETo_mean2019/01/01;ETo_sd2019/01/01;ETo_max2019/01/01;ETo_min2019/01/01;ETo_sum2019/01/01;ETo_mean2019/11/01;ETo_sd2019/11/01;ETo_max2019/11/01;ETo_min2019/11/01;ETo_sum2019/11/01;ETo_mean2019/12/01;ETo_sd2019/12/01;ETo_max2019/12/01;ETo_min2019/12/01;ETo_sum2019/12/01;ETo_mean2020/01/01;ETo_sd2020/01/01;ETo_max2020/01/01;ETo_min2020/01/01;ETo_sum2020/01/01;ETo_mean2020/11/01;ETo_sd2020/11/01;ETo_max2020/11/01;ETo_min2020/11/01;ETo_sum2020/11/01;ETo_mean2020/12/01;ETo_sd2020/12/01;ETo_max2020/12/01;ETo_min2020/12/01;ETo_sum2020/12/01;ETo_mean2021/01/01;ETo_sd2021/01/01;ETo_max2021/01/01;ETo_min2021/01/01;ETo_sum2021/01/01;
5103502.0;127.33752;6.2743087;141.9068;116.86663;13522.923;112.752144;5.9904017;126.3618;101.97791;11986.945;137.09134;4.864889;147.97534;128.5551;14553.68;120.85088;5.808793;134.9428;111.518486;12867.337;123.19374;5.824626;138.33682;112.95965;13119.053;109.212944;6.3965607;123.48;97.582115;11603.157;119.04321;6.499223;133.8846;108.705025;12643.358;110.58573;7.4257646;127.16889;100.163605;11763.727;121.96422;4.945514;133.38231;113.68679;12948.439;129.24094;7.244736;146.28004;117.39368;13713.633;119.16553;6.0200834;132.91158;108.03298;12648.304;123.308586;6.0218077;135.981;112.512276;13075.332;112.18401;6.39745;126.74948;101.59572;11912.612;125.620514;6.314898;140.31311;116.012436;13339.454;123.22417;5.773077;139.02965;114.78945;13109.527;129.21907;5.966572;144.26659;118.04262;13708.746;129.22847;6.1241403;142.32353;114.66875;13702.31;139.49579;5.979008;154.79436;127.17468;14801.644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5105259.0;125.65;1.9443941;129.35332;121.95015;6409.5337;113.990814;2.5499964;119.4746;109.43057;5820.0547;137.07408;1.9183676;140.77676;133.36627;6990.0464;121.80163;3.2080717;128.7452;115.84272;6210.819;136.66774;2.5379212;141.60547;132.03973;6971.0127;105.189804;1.9319024;109.42589;101.20718;5367.4204;125.787186;2.6214688;131.20914;120.15129;6419.487;112.08068;2.6133888;116.96489;107.00582;5719.7563;122.81368;2.1432543;127.15651;119.31191;6268.1006;121.552315;2.6717458;126.93847;115.67383;6196.6187;112.02331;2.839265;117.63732;106.16592;5713.424;121.81519;2.5029252;127.11057;117.041245;6218.0786;108.50302;2.268386;113.558334;104.47161;5540.415;120.7166;2.0661345;125.09318;116.44469;6160.9946;128.14883;1.9185395;132.00363;124.41344;6536.3926;126.294235;2.3823984;131.10547;121.77142;6443.4443;130.75742;2.3885934;135.36441;125.832924;6666.121;131.53578;2.5518181;137.14618;126.60872;6710.397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106224.0;128.21179;6.6069865;144.71295;116.26339;14510.412;113.796616;5.5037255;128.28084;103.65761;12899.584;137.52798;4.2250633;149.09393;128.7432;15563.628;121.78559;6.956514;140.29755;109.8084;13808.747;131.90155;7.4100933;148.69145;119.51094;14982.91;106.683784;5.826418;121.23721;97.07955;12084.561;124.89965;6.146541;139.36194;111.900955;14132.749;113.40628;7.392844;131.87212;101.62311;12866.375;122.86128;5.667346;136.98235;112.33733;13919.823;124.966484;6.9203596;142.55302;112.44353;14142.034;115.13115;5.989482;131.18353;103.995605;13033.981;122.22897;5.564989;136.5324;112.501854;13848.285;110.75038;6.21714;126.18411;99.13312;12522.177;124.09736;6.3106112;140.15674;113.00206;14027.015;129.74974;5.258506;141.25308;117.44224;14637.372;127.93534;5.8095922;142.06876;115.66442;14442.073;130.79836;5.3579025;142.3948;118.33384;14778.984;135.9583;6.292346;150.53564;122.7434;15344.691;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106257.0;134.80484;4.8338494;143.5926;124.950066;10240.909;118.68126;4.2981367;126.53413;110.208954;9010.579;146.2941;4.702882;154.58826;134.70181;11094.803;147.53458;4.0142198;154.86293;138.75247;11203.028;150.45226;4.5301456;159.84108;140.05325;11432.446;110.66729;4.348108;118.58482;101.09253;8395.389;129.35379;5.69425;139.11623;117.87871;9812.172;128.6845;4.846885;137.98077;119.01371;9771.021;135.76498;4.4538403;144.77736;126.96628;10307.581;129.35532;4.829642;138.60968;119.30146;9826.672;120.5755;4.647024;128.93665;111.20814;9146.033;133.89139;4.109528;141.61017;124.98989;10152.644;112.81277;4.4994206;121.39627;102.816055;8560.097;137.12129;5.1331773;144.94844;125.949974;10404.955;150.19987;4.0336056;157.42291;141.05275;11401.762;128.10626;4.934481;135.94136;117.21946;9724.079;130.32019;5.081719;139.3836;120.098564;9901.36;124.193924;4.783885;132.322;114.157555;9432.188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106372.0;126.21451;3.952304;133.04913;118.975555;6934.5283;117.61776;3.6578686;124.31331;110.98129;6468.358;145.2989;4.4591613;153.5251;137.17894;7989.4443;130.47554;4.2366533;137.10521;122.0572;7170.9316;140.45714;4.415123;147.72716;132.14992;7717.9336;115.93315;3.7665462;122.0478;108.67022;6371.277;123.87406;3.4993315;130.34187;116.71638;6805.2534;125.98084;2.9024613;131.60838;120.62317;6931.2705;126.89792;3.9585125;133.33922;119.33903;6972.0913;136.13829;3.4718668;142.54787;128.76805;7481.8228;120.186676;4.415636;127.90816;112.00572;6606.44;128.84221;3.4375846;135.38995;122.38735;7091.573;108.487816;3.878416;116.28572;101.3753;5975.478;143.92322;4.0979466;151.46114;136.44698;7919.4917;149.68736;3.5927582;156.1321;142.02473;8228.147;134.35574;3.7274196;140.75761;126.9138;7381.182;139.10982;4.697274;147.242;129.26155;7639.5815;145.69217;4.8973293;153.82257;135.25764;7993.532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107040.0;127.199646;4.3373623;136.60455;118.151924;9139.803;115.100136;4.3807926;124.77994;105.937294;8278.594;135.71184;4.5759344;146.49782;127.09257;9766.73;137.6723;6.1748514;149.69513;124.46617;9871.609;141.38245;5.7102876;153.11761;129.41441;10144.378;110.20052;4.287787;118.76804;101.0338;7926.591;121.85986;4.4213867;133.66621;114.177605;8771.412;124.59882;3.640803;133.4595;117.49103;8972.05;128.56352;4.884583;141.10876;119.84209;9255.356;128.70052;4.0680327;137.62724;120.33001;9271.106;116.22264;4.5014486;125.87503;106.69145;8354.548;130.01953;4.2388754;138.59282;120.91637;9341.235;107.88083;3.8054585;115.76671;100.62034;7786.0215;128.56514;5.073791;138.29066;119.61971;9277.858;144.78294;4.4732585;153.10017;134.88628;10414.415;122.40515;5.957485;135.32518;112.88099;8847.322;129.94539;5.0719676;140.95247;121.316765;9369.61;129.80267;6.244429;143.14815;119.20554;9376.553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107065.0;131.07507;3.8888512;138.50752;122.27051;23974.611;116.802986;3.7577088;125.02675;109.09466;21380.281;139.667;3.3441458;146.36542;132.29047;25565.871;141.03639;4.162235;148.9189;130.17276;25799.482;149.31772;4.2590766;158.14545;139.37169;27331.709;105.24337;4.7406096;116.03212;95.00368;19270.242;133.60999;4.0113573;140.9569;123.584724;24432.967;123.03947;4.1251693;130.92787;112.56308;22507.125;138.81628;4.4093904;145.84895;126.443886;25375.914;125.471405;4.8592305;134.25847;113.65941;22951.092;117.99156;5.191442;127.183784;105.29571;21581.64;127.54152;4.4355965;135.99026;117.07403;23348.986;110.33074;5.3205028;120.32135;97.84397;20164.32;124.31219;5.755224;133.69193;109.737236;22723.277;130.43053;6.4768796;142.2693;115.05481;23880.6;124.788925;4.5494795;134.17677;114.72286;22831.984;129.66148;5.0286736;140.60121;118.28166;23727.506;118.73556;5.294211;132.5981;108.24534;21764.207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107875.0;119.92527;5.682342;132.68835;109.03611;18984.424;116.48657;6.5374274;130.11073;104.00589;18422.078;128.84532;6.8527164;142.59758;115.25225;20384.342;128.97305;5.6886888;140.97853;116.4276;20394.309;142.08119;9.8828;158.7977;119.73386;22364.924;113.63614;8.816248;130.55919;96.48187;17947.27;119.98033;7.0591974;133.0747;104.87607;18931.676;113.21108;7.1357193;126.37039;97.89363;17848.352;124.755035;8.030442;139.69637;107.93934;19663.146;113.7582;7.5040298;129.12944;100.089806;18015.68;113.85505;6.1624403;124.71264;101.84725;17976.81;116.51376;7.191955;128.1718;99.87865;18350.332;115.25526;6.6971965;126.88055;100.92541;18173.273;121.70591;6.4065404;135.12451;108.20864;19248.125;123.98351;6.427643;136.06032;109.85272;19593.494;125.78056;8.197567;139.17668;108.85257;19848.254;125.66386;8.132106;139.48204;107.41183;19813.139;134.62181;8.144038;148.67741;116.73971;21231.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107925.0;125.10718;5.473187;137.67284;113.1831;13770.2295;114.33154;4.77111;126.17091;103.48189;12585.084;138.06453;4.316461;148.06055;127.91133;15191.465;128.40776;5.276967;141.7716;117.82757;14165.438;141.86095;4.309955;152.98811;132.83693;15629.677;105.67032;4.8900924;118.37182;94.94648;11639.359;128.17024;4.6756787;138.08322;118.75461;14102.513;114.82688;5.484517;129.38281;105.815414;12668.535;125.56821;4.394461;136.5595;117.18733;13831.414;121.16553;6.524238;135.11572;107.26231;13336.839;111.41025;6.328339;125.2433;99.14866;12275.332;121.51014;4.4386964;130.76038;112.47949;13357.36;108.24409;4.2389545;117.39913;98.787865;11902.757;119.428185;4.7094455;128.72449;107.802895;13131.884;130.77014;4.0085487;141.01256;122.09396;14393.929;127.619835;3.8108404;135.26193;117.49094;14018.409;129.50592;4.67425;139.19527;118.26284;14236.96;131.03949;4.9026604;140.99028;119.404175;14422.202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4103453.0;142.09415;4.3629303;148.81981;136.3324;1278.8578;139.13896;5.3465466;147.21956;131.70761;1250.8293;140.41916;5.282684;147.30975;132.79274;1261.4244;100.51685;5.3663216;108.58142;93.45286;906.4121;109.99801;3.9687383;115.80478;104.871185;991.0955;144.80212;4.530194;151.34906;139.004;1304.0548;154.60974;2.9716902;160.98468;151.7466;1397.2292;139.70993;2.7116249;144.47672;136.06575;1258.894;151.231;2.368446;155.22847;147.90894;1360.376;145.16457;1.9993306;148.29012;142.20909;1305.7662;145.05875;2.1509123;147.81496;140.86993;1303.1018;121.20503;1.9825629;124.74159;118.49678;1091.9722;149.24736;2.1648102;152.29709;145.70084;1340.3165;174.67392;3.0439818;179.95769;170.4542;1571.003;157.48412;2.8320498;162.48254;153.76328;1418.9579;155.75891;4.3369856;161.40454;149.1334;1396.5524;144.9236;3.0106397;149.15512;140.21529;1301.1481;140.75392;3.3294625;145.13675;135.39407;1263.3779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4104808.0;141.69089;4.444866;150.94899;134.7492;4968.378;133.16455;6.245924;146.84721;124.26303;4697.582;133.16924;5.8996105;146.66373;124.78939;4695.105;98.53828;5.1378074;108.76241;90.19679;3462.6875;111.75459;5.6141257;123.02258;102.74024;3925.894;146.95847;6.963685;160.7033;136.11992;5177.2026;152.8608;2.9828725;160.8539;147.78192;5361.294;138.53093;4.149297;148.3722;131.63336;4870.0107;149.88644;4.101066;160.0995;144.02695;5272.9307;142.52104;3.1375957;150.0172;137.08128;5005.2837;144.56454;4.031124;155.75081;139.31892;5081.3;120.27303;3.4631896;129.81573;115.17348;4228.9185;146.80392;3.1555429;156.04112;142.02547;5158.517;169.28831;3.8688726;179.41885;162.41107;5949.914;153.212;4.833918;165.95982;145.70969;5397.9834;148.05559;5.88547;161.29337;137.92352;5213.2803;140.9373;4.727195;149.80136;131.3824;4929.5303;136.47232;4.4317865;146.00824;128.54265;4795.723;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2910503.0;129.01854;5.470056;138.39243;121.17178;2714.6226;138.29787;6.512085;150.30208;129.10655;2913.4355;156.76097;4.9577503;165.71199;150.02432;3298.7227;161.7143;7.6379633;173.70981;148.64478;3373.4797;166.16422;6.291172;177.55716;156.3496;3486.1965;135.0393;5.430388;144.0069;126.57749;2835.563;154.94443;6.3231263;162.84734;143.80363;3232.7495;156.26538;6.47235;165.26224;144.68103;3262.3333;167.44229;3.3191676;172.91998;162.11353;3511.1318;144.3452;5.9476247;153.94324;134.77426;3031.5376;151.43639;5.2189164;160.24042;143.51009;3184.3047;164.3852;4.552664;172.587;157.52228;3454.4082;140.36697;3.951359;147.71744;134.74635;2955.0305;154.0205;5.0914803;162.83994;145.6212;3230.4844;164.85104;4.7102394;173.73456;158.20703;3464.1697;150.83035;5.899191;161.78732;142.1449;3161.3242;163.42052;4.938142;171.61946;155.09985;3425.621;146.17737;5.27067;154.74594;137.43951;3058.3267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4107603.0;141.5841;4.8277273;149.07886;132.01503;2392.8801;140.92781;4.980304;147.28877;130.47906;2377.3438;155.83809;5.109588;163.95804;146.3459;2636.369;106.93482;6.179488;113.40177;94.03124;1796.6078;110.87401;4.907492;117.84044;102.2939;1875.462;134.46074;4.885618;142.16216;125.466736;2278.1824;154.22621;5.759671;160.73123;141.53038;2589.367;139.18115;5.419453;146.39821;128.3049;2350.6887;135.42671;5.7440214;144.75616;125.81008;2302.6936;141.95596;5.736834;149.42552;131.07434;2396.7986;135.68872;5.1236215;141.75853;125.29953;2290.8352;129.15213;5.035971;135.51025;119.26128;2182.5256;143.72166;4.5892105;150.30698;135.73909;2436.2024;166.1544;5.2944517;174.81537;157.76117;2826.6897;152.91553;5.194034;159.98091;142.67752;2584.9136;159.76704;5.0678506;165.78865;148.88577;2692.1855;140.95695;5.3810077;149.36186;131.71425;2390.4521;133.76541;4.9882;140.13622;123.883865;2260.672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4109401.0;116.477325;7.4391603;139.85109;107.382965;5642.456;114.36421;6.3675747;130.0946;104.268875;5514.0454;131.71844;5.9203854;144.70538;121.25109;6340.265;84.29269;5.9174843;97.05473;74.98048;4057.6382;100.953545;5.4485087;113.01412;92.4207;4864.0327;118.59828;4.770996;130.67795;111.1808;5722.5176;120.638824;8.743994;143.11374;106.58999;5809.3657;117.68137;6.4902396;133.8367;106.50051;5654.8125;130.07718;5.256176;142.73586;120.58354;6252.6514;122.9065;6.353359;139.55457;112.17016;5925.506;118.270935;7.2220078;137.04257;106.56144;5701.8276;110.196594;5.749622;123.054504;99.41522;5303.213;122.377304;7.1295977;139.58029;110.057915;5891.8423;151.18285;6.6356096;168.42624;139.8371;7283.5854;131.84491;5.627282;145.71404;121.83858;6345.695;122.64021;7.3162255;140.46541;110.2079;5914.4272;129.27948;5.2042212;141.41212;119.772125;6220.2065;117.24992;5.536143;130.40884;107.537254;5642.079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4113700.0;142.3686;4.5400534;149.50133;132.15138;4261.5215;143.75093;4.0791078;150.0606;134.26257;4304.6553;161.30898;4.3714247;167.39922;150.4845;4816.358;111.15386;4.326967;117.607346;100.74972;3331.8384;119.0739;4.266867;125.42655;108.70481;3561.9849;146.21599;4.4543552;151.86604;133.76666;4361.178;155.53839;4.8244157;161.58273;142.76486;4650.8584;141.08545;4.035908;146.98831;130.96861;4229.6724;133.96898;4.522169;140.5308;123.76517;4010.9321;144.52646;5.1099;151.12425;131.92078;4310.011;139.08508;4.4076185;144.90176;128.39459;4149.0674;132.98943;3.8669415;138.28394;123.52958;3966.7178;146.13649;4.082242;151.73677;135.72624;4359.908;166.34499;4.12414;172.22237;157.11351;4973.6377;157.94246;4.027524;163.57993;148.2452;4721.574;163.05894;4.04168;168.64595;153.60962;4869.52;140.27286;4.0129204;146.47679;131.81508;4192.262;140.12282;3.9529166;145.46075;130.59691;4183.4233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4115754.0;138.71107;2.6654408;141.52785;134.8129;691.90027;138.25421;2.9815059;141.24744;133.89842;689.52466;153.45006;3.5689692;158.77583;149.91916;769.3172;105.62424;4.1581774;109.63415;99.38125;524.93994;110.169334;4.4468675;116.17442;105.39648;552.18317;133.36414;4.619308;140.81265;129.06975;669.59436;151.47519;4.3396378;154.55576;144.1576;751.7812;136.44936;4.1233726;140.55914;130.7308;680.40424;131.46922;3.344597;134.7203;126.779976;655.76764;138.80847;4.31892;143.38889;132.68225;692.87476;133.0741;3.6786084;136.85068;127.76007;663.74176;126.772;3.4288526;130.76646;122.12193;633.6632;140.11385;3.045762;143.51746;136.08533;700.1685;161.3373;3.9791262;167.92598;158.17482;811.2008;150.32759;3.5312164;155.53943;146.92851;753.87805;156.64397;2.745967;159.4834;152.69699;781.8271;137.16925;3.5034044;141.04213;132.5734;685.2801;131.92607;2.842165;135.95367;129.03275;661.0517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4117701.0;112.32319;4.419657;120.45386;104.84657;2924.8555;115.83346;4.5364294;123.853;107.568245;3013.8809;132.43329;6.021738;142.70334;122.656166;3447.8389;82.33783;4.2063627;89.69776;74.96656;2140.3054;104.267334;5.7299776;113.9519;94.57716;2709.7212;115.74935;5.3185534;126.00572;108.49912;3020.8423;110.18511;5.888609;119.86332;101.00833;2868.8284;111.303535;5.637708;121.38128;101.71369;2896.606;121.88497;5.8690667;131.88234;112.84394;3173.6758;115.89604;5.6254954;125.751625;106.05892;3014.8506;111.15236;6.4108477;122.315544;100.37991;2892.6545;108.892166;5.096576;116.690575;100.46969;2829.3118;108.3028;6.734173;119.138626;96.67427;2819.4204;144.24846;6.0131707;156.26915;135.2828;3762.639;129.82137;6.470682;141.42421;119.79691;3384.458;111.39785;4.694815;118.89789;102.94676;2895.3818;122.46947;5.1089673;131.29294;114.93623;3191.8694;114.581375;5.0971584;124.63217;106.61787;2985.0273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4119905.0;113.69339;4.737372;122.29471;104.38689;3865.1375;118.3652;4.8837056;128.55112;110.34373;4028.0903;135.36636;6.7025614;148.59607;125.19868;4607.136;84.383705;4.643227;92.26761;75.11792;2861.598;105.60299;6.056324;116.459984;95.16818;3583.884;116.23462;5.73791;127.85965;107.63515;3959.897;115.21935;7.244769;126.57187;103.05226;3911.8535;114.52137;5.5199475;123.97325;105.43677;3894.6394;123.99254;5.929866;132.8974;114.03113;4211.7905;117.61067;5.4631596;126.5639;107.85894;3996.236;112.507416;6.6000223;123.469734;100.957245;3821.4841;109.43821;5.071498;117.85537;100.85353;3719.9614;111.748375;7.213147;121.66216;99.11953;3789.1082;143.94144;5.077895;153.24944;134.95497;4898.2227;132.18532;6.626651;144.00218;122.60799;4502.6553;115.33571;4.6614094;123.67041;106.60611;3919.2156;124.72424;6.0424294;134.36542;113.76954;4238.039;115.80469;5.0302534;124.242325;106.72935;3936.9382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4306973.0;143.92476;2.516301;147.76573;140.87782;865.59937;140.37962;2.9651086;144.71819;136.66624;844.114;136.27193;2.2246523;139.30983;133.40324;817.95325;107.23352;2.5627816;111.03414;104.020775;645.0748;120.071075;2.694418;123.78911;116.75926;721.2117;152.87254;2.9872527;157.57793;149.69128;919.81915;148.44221;2.4360132;152.00697;145.46153;891.8193;140.30818;3.1325521;144.69514;136.27206;843.093;141.79858;2.3286564;144.47629;138.45001;850.7366;142.12747;1.87955;145.15456;140.25363;855.5513;159.63043;2.2800453;162.88283;156.8742;959.8638;132.62587;2.0582867;135.71677;130.51926;797.84033;139.07404;1.5571456;141.29097;136.98607;835.09125;159.87486;2.2665434;163.64645;157.72052;962.10913;145.38441;2.2748277;148.8076;142.78804;873.7173;145.46141;2.5454793;147.98634;141.28519;870.33887;172.70312;2.8435895;176.24435;168.81604;1035.4425;146.74025;2.4695363;149.59412;143.09744;879.31537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4310538.0;142.74414;2.6383336;147.3831;139.99284;1001.9158;136.98528;3.3014295;142.68842;133.59308;960.6995;135.5061;3.9515307;141.94124;130.65448;948.0061;108.58807;3.4076617;114.09412;104.62264;760.46027;117.97645;4.1255784;124.90032;113.253235;825.63403;153.27226;4.0218043;160.45818;149.15823;1075.0211;136.81557;3.3420103;140.8988;131.809;952.37335;150.15442;4.485656;155.70125;143.57294;1044.5702;138.1165;3.9945283;143.15472;132.36707;961.7707;149.96266;2.7850766;153.84285;146.09541;1048.9423;165.56134;3.55679;170.60403;160.75414;1156.7073;147.32616;4.3327556;152.66672;140.83365;1024.5334;144.38718;3.679002;149.86464;139.50284;1011.4152;155.7381;3.3963218;161.3942;152.12714;1094.3419;133.76932;2.921383;138.87791;130.94453;940.216;133.4674;3.331349;138.3326;129.26244;933.31805;180.5824;3.1662376;185.56424;176.48425;1265.1108;158.85051;3.7489462;163.66455;153.24934;1107.415;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4314100.0;151.29877;3.2417295;156.75238;145.70598;2571.7688;144.72522;4.620732;151.58109;137.13528;2460.011;134.31593;3.4550524;140.95679;129.74191;2291.8113;111.82954;3.4779403;116.9844;105.56436;1897.9994;121.2372;3.5937757;127.8399;116.211754;2066.186;159.6245;4.100815;165.55212;152.19873;2711.704;150.93736;3.2541006;156.68329;146.19489;2568.1157;145.38861;5.069343;154.22816;137.95131;2479.5408;135.2766;4.634811;146.06848;130.50383;2324.257;145.17613;3.1781144;150.82973;140.64346;2472.7546;164.6275;4.1535544;170.98375;157.82048;2798.8;136.24681;4.2930784;142.79895;129.4631;2318.1682;146.13269;3.8416183;151.8743;140.02736;2486.6782;161.11906;4.396399;169.1121;154.63069;2744.3135;143.31749;3.6345813;150.28587;138.27065;2443.6934;143.45235;3.6052322;149.50534;137.95699;2440.9;180.36925;4.728389;187.43527;172.285;3063.8296;149.45024;3.7925029;155.75719;143.38116;2543.4302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4316907.0;147.45349;3.5806334;152.23283;138.65535;4550.0435;141.6619;4.0572658;147.35927;132.0603;4373.745;140.10606;4.2610745;146.7133;130.41544;4325.651;112.31873;3.743974;117.92326;103.87135;3468.6694;123.35374;4.743918;131.22095;112.83206;3806.7573;159.94846;4.8541746;165.97552;148.5485;4934.327;143.09755;3.9327292;147.96156;132.25851;4421.5474;157.24812;4.878553;163.92613;144.5302;4853.884;143.43613;4.3245516;148.80077;132.24838;4427.948;156.24269;4.213156;162.0437;146.56096;4830.227;172.50229;4.5152164;178.64636;161.83891;5332.0967;154.94382;5.0131836;161.72446;142.9862;4783.5156;150.08058;3.7397301;155.03787;140.72696;4635.9004;161.18866;3.708919;166.33461;152.07175;4979.191;138.04861;3.8172336;143.74652;129.7896;4265.4644;139.86543;4.0700827;145.13013;130.5035;4319.6777;188.05615;4.9173427;194.63843;176.8656;5811.8203;165.74527;4.290301;171.05112;154.48756;5118.151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3536505.0;132.20744;2.20837;134.0005;128.62662;789.8324;142.57487;2.7879667;144.72975;138.10315;851.1386;161.79602;2.157916;163.46808;158.19403;967.11475;113.1982;2.072737;115.33359;110.4077;678.1941;129.25131;2.3058522;130.63425;125.1257;770.81616;133.0229;2.4445632;134.73145;128.77187;793.16986;131.71106;2.4389102;133.67516;127.432274;786.4529;148.46104;2.7908063;150.28387;143.28496;884.9432;124.51145;2.2129648;126.25562;120.593254;743.5545;136.37512;2.3928578;138.13791;132.17915;813.87714;140.88734;2.924681;142.92085;135.67758;840.28345;128.5993;3.3851695;131.25864;122.90859;765.9439;123.21366;2.7808547;124.88039;117.95396;731.93286;158.30547;3.5119104;160.44623;151.67923;940.5132;156.96623;2.7663069;158.88362;151.87198;936.9008;134.10411;3.6902297;136.51115;127.651436;795.9349;137.19865;4.4126816;141.13838;130.38188;817.8276;136.71916;3.7274396;139.79352;130.59056;813.7804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1700707.0;132.85922;1.0089378;134.31293;130.58328;2787.9;129.69128;1.0039786;131.37805;127.77543;2723.8481;141.8063;1.1343149;143.5155;139.34282;2975.551;145.26604;1.3279966;147.5862;142.61894;3049.0488;168.46701;1.6302685;171.05806;165.29088;3534.8362;111.02783;1.5837362;113.676834;108.15423;2329.7788;147.79883;1.4228472;150.44438;145.23666;3102.6646;143.26285;1.4891312;145.98775;140.53159;3008.3367;142.13432;1.5846938;145.10645;139.32085;2985.3735;131.32462;1.5138575;133.90677;128.42627;2756.2595;126.019;1.244658;128.42667;123.89259;2647.0735;142.04234;1.5582021;145.31262;139.6854;2985.714;121.42044;1.7978464;124.92167;118.271965;2548.4922;133.52782;1.9835615;136.72481;129.39706;2802.56;147.02429;2.103185;150.44286;142.20398;3085.8315;141.23042;2.688595;145.86313;136.79561;2966.6008;147.9309;3.0498137;152.65953;142.50403;3104.8137;128.32259;2.7335262;132.01793;123.08295;2688.3887;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;