Código Município;RH_mean2014/11/01;RH_sd2014/11/01;RH_max2014/11/01;RH_min2014/11/01;RH_mean2014/12/01;RH_sd2014/12/01;RH_max2014/12/01;RH_min2014/12/01;RH_mean2015/01/01;RH_sd2015/01/01;RH_max2015/01/01;RH_min2015/01/01;RH_mean2015/11/01;RH_sd2015/11/01;RH_max2015/11/01;RH_min2015/11/01;RH_mean2015/12/01;RH_sd2015/12/01;RH_max2015/12/01;RH_min2015/12/01;RH_mean2016/01/01;RH_sd2016/01/01;RH_max2016/01/01;RH_min2016/01/01;RH_mean2016/11/01;RH_sd2016/11/01;RH_max2016/11/01;RH_min2016/11/01;RH_mean2016/12/01;RH_sd2016/12/01;RH_max2016/12/01;RH_min2016/12/01;RH_mean2017/01/01;RH_sd2017/01/01;RH_max2017/01/01;RH_min2017/01/01;RH_mean2017/11/01;RH_sd2017/11/01;RH_max2017/11/01;RH_min2017/11/01;RH_mean2017/12/01;RH_sd2017/12/01;RH_max2017/12/01;RH_min2017/12/01;RH_mean2018/01/01;RH_sd2018/01/01;RH_max2018/01/01;RH_min2018/01/01;RH_mean2018/11/01;RH_sd2018/11/01;RH_max2018/11/01;RH_min2018/11/01;RH_mean2018/12/01;RH_sd2018/12/01;RH_max2018/12/01;RH_min2018/12/01;RH_mean2019/01/01;RH_sd2019/01/01;RH_max2019/01/01;RH_min2019/01/01;RH_mean2019/11/01;RH_sd2019/11/01;RH_max2019/11/01;RH_min2019/11/01;RH_mean2019/12/01;RH_sd2019/12/01;RH_max2019/12/01;RH_min2019/12/01;RH_mean2020/01/01;RH_sd2020/01/01;RH_max2020/01/01;RH_min2020/01/01;RH_mean2020/11/01;RH_sd2020/11/01;RH_max2020/11/01;RH_min2020/11/01;RH_mean2020/12/01;RH_sd2020/12/01;RH_max2020/12/01;RH_min2020/12/01;RH_mean2021/01/01;RH_sd2021/01/01;RH_max2021/01/01;RH_min2021/01/01;
5103502.0;2361.4504;52.499107;2435.3125;2235.5;2657.2024;51.095463;2710.25;2510.375;2548.0596;48.552406;2599.75;2404.25;2340.8335;37.41633;2397.1875;2238.5625;2436.697;55.508125;2509.5;2329.125;2685.081;40.628723;2740.5625;2595.625;2409.4731;40.820404;2484.75;2327.1875;2622.5027;51.260372;2681.0;2506.0625;2609.6426;41.16769;2658.25;2509.1875;2404.1438;56.573074;2474.25;2283.2812;2607.7458;41.01367;2673.6875;2520.5625;2592.3025;42.725327;2653.9375;2502.6875;2524.193;47.179615;2581.3125;2431.9375;2524.7388;60.867275;2609.3125;2415.0625;2531.7812;53.27601;2600.25;2433.1875;2364.2532;66.99742;2449.1875;2229.375;2545.992;52.020348;2619.625;2436.5;2501.2832;51.482746;2586.4375;2390.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5105259.0;2356.118;18.613672;2388.75;2331.1875;2631.5771;15.982706;2681.0625;2607.5;2507.292;17.453325;2558.6875;2473.1875;2280.9785;25.80285;2329.375;2237.4375;2411.788;19.1751;2445.0;2381.25;2684.8855;12.865768;2708.5625;2662.875;2410.7412;12.12447;2428.9375;2376.375;2628.2266;11.723337;2648.6875;2602.8125;2586.9036;15.800444;2617.375;2562.875;2435.2507;16.042593;2464.875;2408.6875;2623.5146;11.618549;2647.6875;2611.625;2578.1218;9.87558;2597.9375;2564.5625;2527.5125;10.481832;2546.25;2510.375;2584.0981;9.821922;2599.5625;2568.375;2514.8328;11.101012;2536.875;2500.125;2405.3193;18.957867;2435.9375;2383.75;2564.8364;18.122623;2596.75;2545.0625;2565.8657;15.343227;2591.375;2546.8125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106224.0;2354.4895;43.922165;2438.625;2238.7188;2658.2073;32.097065;2718.0625;2555.6875;2541.7754;35.020493;2614.1875;2439.1875;2314.0916;35.285843;2394.6875;2223.4375;2428.2468;34.80651;2496.3125;2316.1875;2689.0464;31.147427;2757.625;2612.4375;2402.1445;33.059544;2472.25;2316.875;2622.6914;32.056988;2683.375;2526.5625;2605.7341;28.004389;2666.5625;2523.5625;2436.7686;38.792637;2490.5625;2311.0625;2620.2969;34.18349;2676.4375;2529.8125;2581.3635;32.214935;2638.75;2501.1875;2527.2866;31.155031;2577.6875;2435.625;2563.172;46.9851;2623.5625;2422.875;2515.066;35.8678;2574.9375;2418.0625;2411.786;46.486813;2479.5625;2250.9375;2579.424;39.915928;2643.4375;2444.5625;2564.5906;47.75131;2638.25;2402.5625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106257.0;2307.5913;45.047688;2381.5625;2242.8438;2593.046;31.535889;2647.4375;2541.75;2436.8105;42.682194;2513.5;2354.25;2180.8284;43.54933;2259.2812;2114.5312;2327.967;49.681347;2424.375;2253.1562;2694.4297;36.715233;2758.375;2643.5;2323.577;41.431557;2397.25;2237.6562;2544.6077;44.684727;2619.875;2472.625;2494.422;35.94109;2561.6875;2444.5625;2348.0276;46.952934;2433.5;2282.8125;2567.5928;36.500263;2629.0;2511.5625;2498.7188;28.47181;2548.1875;2447.7812;2482.5962;33.69521;2552.125;2423.125;2426.6956;43.610207;2507.125;2369.4062;2360.045;42.537724;2436.5;2299.0625;2297.5913;60.873814;2402.8125;2196.2188;2490.6438;40.959167;2563.1875;2410.125;2540.9397;37.950798;2624.375;2479.3125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106372.0;2312.0388;19.257263;2344.2812;2286.3438;2625.167;20.010256;2652.25;2592.5;2422.677;27.345253;2457.25;2376.5625;2314.799;23.937595;2350.0312;2280.1875;2413.8865;22.777836;2446.0625;2380.0;2653.6465;19.20945;2682.25;2623.8125;2357.1555;34.10383;2407.125;2300.8438;2549.8345;19.334738;2579.875;2507.75;2514.592;13.049298;2555.8125;2497.625;2258.229;28.590994;2311.7188;2220.0625;2590.774;24.12938;2625.5625;2552.5;2509.9678;21.15083;2537.0625;2476.1562;2470.2302;11.457699;2488.4375;2452.5;2323.6802;20.745136;2361.125;2292.5;2333.5527;23.531828;2379.0;2299.375;2252.9097;14.999173;2301.3438;2230.7188;2429.7456;31.162369;2502.0;2389.375;2389.1692;30.320465;2465.125;2354.3125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107040.0;2325.72;39.12096;2426.75;2257.2812;2626.1533;29.061554;2701.875;2572.5;2453.4924;31.067661;2518.875;2397.6875;2263.8992;41.743294;2361.3125;2188.1875;2386.1353;44.071136;2489.9375;2325.25;2682.2346;36.62855;2764.3125;2624.375;2440.5693;28.90621;2478.3125;2346.9375;2606.7446;23.10409;2651.1875;2545.875;2557.6777;32.755276;2612.5625;2483.0625;2382.5056;41.329853;2458.5625;2296.5938;2630.336;33.799892;2686.8125;2548.1875;2532.0005;37.450317;2591.25;2465.2188;2486.5266;37.183544;2554.125;2393.0625;2407.5208;56.48544;2517.0625;2316.125;2362.9495;45.78017;2455.6875;2298.0625;2388.0266;48.67805;2460.625;2298.6562;2520.5002;28.749634;2584.125;2456.375;2494.9883;35.43306;2564.125;2414.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107065.0;2333.4038;34.585777;2407.625;2265.7188;2582.569;35.42058;2655.0625;2514.25;2499.2036;28.929005;2560.0;2446.375;2218.2422;39.476753;2305.625;2158.2812;2334.2563;40.14964;2420.0625;2285.0625;2702.6006;26.56184;2757.0;2652.1875;2297.946;42.391056;2397.25;2227.5938;2563.251;35.30325;2633.6875;2497.5;2509.8853;34.413715;2591.5;2469.3125;2387.92;39.532;2475.625;2327.875;2573.8003;39.671913;2669.5;2520.5;2516.362;38.749584;2605.9375;2464.4375;2519.0542;36.838707;2598.375;2467.125;2541.608;55.698837;2663.25;2476.0;2485.1062;51.468655;2585.5625;2403.625;2386.9404;26.211815;2441.375;2316.0625;2539.1387;28.435247;2590.8125;2462.5625;2634.6873;27.863869;2687.6875;2560.6875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107875.0;2409.502;41.006065;2480.25;2316.125;2594.8955;38.452663;2671.625;2528.375;2493.4878;38.815113;2565.3125;2427.5;2290.2773;40.21377;2366.5;2192.25;2446.8499;32.660915;2511.5;2381.6875;2623.8499;38.896496;2711.125;2539.8125;2423.3525;33.538525;2473.6875;2343.4375;2636.894;26.317184;2679.0;2573.0;2604.072;34.05341;2655.5625;2520.75;2437.5366;39.79199;2495.0625;2352.1875;2603.722;27.041773;2657.0625;2550.25;2588.3035;21.537321;2639.5;2549.0625;2527.349;32.9046;2585.0;2452.0;2593.0293;37.019188;2642.1875;2490.0625;2584.6038;21.021486;2625.3125;2534.0625;2413.086;47.92354;2477.9375;2303.375;2577.7905;35.47573;2641.75;2480.75;2561.3022;38.52676;2626.9375;2449.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107925.0;2350.4788;28.424004;2433.625;2282.4375;2644.5447;28.639507;2691.3125;2546.9375;2524.2986;24.787659;2576.25;2453.3125;2267.6377;31.36476;2355.25;2200.7812;2404.0579;30.090878;2483.625;2351.75;2693.016;22.807766;2745.375;2634.0625;2394.8833;30.345129;2462.0625;2324.9375;2623.5723;22.261353;2669.6875;2565.3125;2586.5388;24.525204;2643.3125;2531.5625;2434.527;22.184263;2504.6875;2374.75;2616.606;20.439672;2669.25;2573.1875;2571.2498;21.618097;2620.6875;2520.0625;2521.217;23.86058;2567.25;2465.5625;2590.0222;23.787266;2647.875;2532.9375;2514.3167;19.256142;2555.1875;2457.5625;2406.3176;23.852041;2468.5625;2355.1875;2570.096;28.455915;2632.9375;2514.9375;2575.8833;23.122787;2637.625;2526.9375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4103453.0;2236.4417;33.302498;2289.3125;2200.0;2428.7097;33.200603;2475.875;2389.4375;2389.062;19.54769;2417.75;2367.3125;2545.7395;22.142347;2576.3125;2517.6875;2697.789;21.975992;2719.9375;2662.375;2423.1191;26.861914;2451.5;2379.0;2107.102;48.367847;2146.5625;2023.5938;2518.5044;31.125576;2545.9375;2468.6875;2473.8154;16.98519;2490.4375;2437.6875;2108.4563;14.58622;2130.0938;2089.7812;2422.0466;15.624218;2444.9375;2397.4688;2617.7642;23.185736;2633.75;2569.875;2228.349;20.621092;2252.875;2200.6562;2177.1538;27.143759;2207.1562;2139.2812;2376.8433;20.322748;2394.5;2343.5;2053.2466;29.035444;2089.2188;2008.0938;2343.6797;33.264618;2385.6875;2303.9375;2414.1196;40.678173;2468.1875;2367.5938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4104808.0;2213.603;54.316475;2282.9375;2139.4062;2457.859;51.255642;2518.6875;2348.6562;2468.6655;63.737244;2554.375;2336.0625;2535.4724;30.551176;2575.4375;2490.3125;2672.0608;34.784718;2718.25;2616.75;2371.378;61.764057;2447.8438;2297.75;2051.6184;25.582094;2095.4062;1992.125;2490.157;18.847061;2516.625;2437.125;2470.9097;18.625643;2493.3125;2429.25;2106.358;19.674171;2154.3125;2060.8125;2414.6152;18.354317;2436.25;2353.3438;2622.5383;13.880167;2642.8125;2583.1875;2233.6406;21.798763;2260.8125;2183.6562;2191.5935;25.731083;2223.9062;2127.0312;2384.8398;20.43031;2415.625;2320.9375;2091.503;29.288761;2145.2188;2024.0625;2367.4485;26.606571;2402.9688;2306.7812;2453.0388;25.633497;2480.5;2371.9375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2910503.0;2341.1067;46.56091;2407.875;2254.5;2399.476;49.458385;2463.1875;2308.4375;2269.587;52.577824;2338.75;2170.4375;2094.753;59.67409;2186.9375;1976.5;2161.0537;75.79929;2259.625;2006.3125;2454.636;58.074028;2522.0;2343.625;2165.9014;45.43819;2251.0;2115.8438;2235.7273;46.093918;2308.0;2173.2812;2113.731;30.839264;2168.6875;2079.4688;2285.713;44.222305;2386.0625;2225.1875;2361.0208;42.436253;2435.0625;2290.1875;2316.0916;42.26706;2381.0625;2234.375;2341.0762;30.629436;2383.0625;2277.8125;2382.255;46.66769;2454.3125;2288.9375;2271.89;42.43699;2344.3125;2201.9375;2257.9785;61.140835;2362.375;2161.875;2308.5537;64.42103;2429.8125;2218.875;2428.638;68.917534;2556.75;2332.4375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4107603.0;2114.0957;53.115807;2205.5625;2063.375;2373.7507;42.506134;2444.75;2332.3125;2317.7095;56.06646;2397.6875;2254.3125;2518.9038;36.13024;2582.875;2480.6875;2621.8328;29.768602;2667.125;2587.0;2398.189;36.776897;2453.6562;2356.0312;1967.5743;75.87074;2109.5938;1919.5938;2355.7327;41.488846;2431.5;2321.7188;2459.6587;27.992727;2506.8125;2421.5625;2095.2627;53.96638;2196.3438;2061.1875;2342.497;47.375458;2436.4375;2313.1562;2515.4077;35.408688;2582.9375;2482.125;2111.6807;55.32006;2215.1875;2071.9375;2048.224;45.551815;2136.2188;2009.9062;2299.2664;40.708473;2382.7812;2270.25;1954.76;59.91722;2082.8125;1927.9062;2275.0547;39.16478;2351.5938;2239.1562;2383.2986;26.982105;2434.4062;2361.3438;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4109401.0;2304.863;53.749577;2376.4375;2193.3438;2521.7527;39.616825;2588.25;2453.6875;2486.5525;35.962875;2562.5625;2440.6875;2618.312;31.756363;2666.8125;2550.6875;2673.5107;26.641685;2727.9375;2628.5;2490.1782;32.983658;2537.8438;2413.875;2247.1257;67.818596;2344.5938;2078.5;2521.8323;33.364704;2594.375;2451.0938;2562.9216;26.714039;2623.3125;2513.9375;2241.3362;45.44665;2312.25;2144.0938;2523.969;39.75752;2584.6562;2444.8125;2632.8967;23.979992;2682.25;2587.625;2338.1533;45.667557;2407.3125;2245.0625;2279.82;48.88123;2346.625;2184.3438;2538.2214;31.875195;2582.0625;2467.5625;2312.681;48.59439;2391.4375;2224.0938;2459.873;39.40019;2512.9375;2382.0938;2577.4045;33.4836;2618.625;2498.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4113700.0;2101.6013;35.265453;2178.2188;2045.8125;2341.5874;25.376305;2392.0938;2297.0;2251.4944;29.512768;2312.625;2206.7188;2498.7056;31.552881;2556.1875;2441.375;2589.2446;23.748241;2636.625;2549.0625;2363.436;29.344866;2432.2188;2325.6562;1949.3981;63.540638;2116.7812;1883.5312;2315.2957;34.247944;2397.875;2268.7812;2459.9924;29.835796;2508.5625;2408.8125;2100.0676;49.51129;2225.0312;2051.2188;2329.0369;37.098976;2423.7812;2287.8125;2488.3337;26.594671;2556.0;2459.5312;2106.4204;42.97031;2213.9375;2059.625;2037.4287;43.678284;2128.75;1979.2188;2246.36;38.80291;2328.4688;2199.8438;1946.8994;41.239655;2032.5;1881.1875;2301.8772;33.39378;2379.5312;2249.9688;2356.239;24.59872;2400.75;2323.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4115754.0;2088.6548;39.033707;2158.6562;2068.0;2349.3691;31.13096;2399.25;2324.2188;2283.3374;31.650372;2313.6562;2239.7188;2510.0532;20.968813;2547.5625;2498.4375;2604.0032;19.109837;2631.5;2586.0;2372.2065;22.423319;2413.1875;2358.875;1933.3041;74.919495;2089.625;1913.5938;2333.8333;41.66839;2398.1562;2299.5;2460.2932;18.875826;2493.5625;2448.4375;2086.3774;52.01745;2191.25;2066.6875;2329.458;42.601696;2414.8438;2311.5;2506.8171;36.952198;2568.25;2471.75;2098.8699;49.862305;2200.9062;2084.4688;2030.6191;37.339706;2101.8438;2014.1562;2279.3904;34.62317;2337.8125;2249.6562;1941.9888;44.508034;2030.5;1924.9688;2273.5532;33.376736;2337.625;2261.8438;2376.8303;6.461793;2389.5312;2374.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4117701.0;2343.478;39.231403;2425.25;2290.9375;2505.6797;44.351788;2617.25;2448.875;2471.1738;51.709957;2591.75;2406.4375;2619.81;35.292763;2694.25;2573.1875;2636.6458;46.754562;2731.0;2578.0625;2497.1904;43.39286;2601.4375;2447.9062;2376.141;42.765118;2448.125;2307.5938;2524.8816;38.195515;2614.75;2480.7188;2578.438;32.812813;2647.25;2538.125;2307.8186;39.573708;2378.8125;2249.75;2534.5305;38.390095;2620.5625;2487.9375;2610.254;33.679634;2686.25;2568.4375;2404.5718;41.616714;2470.8125;2356.875;2289.8274;41.30635;2343.2812;2224.4688;2495.4539;38.34;2557.8125;2445.1875;2408.5068;48.396015;2491.625;2356.9375;2498.7004;39.452427;2571.125;2450.5;2570.5903;31.522064;2639.0;2531.5625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4119905.0;2331.4368;37.54217;2413.375;2278.4375;2496.9531;37.763145;2553.4375;2424.8125;2450.0415;52.138397;2521.375;2348.375;2613.375;32.997734;2664.625;2555.75;2641.7544;44.274643;2696.9375;2564.25;2491.8442;41.41566;2565.8125;2433.0625;2355.8574;47.534042;2459.5625;2298.4062;2514.9385;37.307526;2585.9375;2465.625;2571.7488;31.380106;2633.125;2530.3125;2298.6008;45.581367;2395.875;2226.2188;2529.769;41.131126;2614.4375;2477.5312;2604.4705;34.471584;2669.8125;2558.8125;2379.505;39.372036;2473.25;2336.625;2279.82;49.762703;2383.2188;2213.8438;2487.7305;42.732662;2561.125;2425.875;2380.1572;39.51492;2475.75;2343.125;2477.1248;38.971836;2562.25;2429.8125;2552.898;26.158081;2615.8125;2523.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4306973.0;2070.7654;26.096619;2098.25;2030.4375;2352.373;26.976458;2385.1562;2314.5938;2533.4795;19.483324;2560.4375;2511.9375;2438.4023;24.199488;2467.125;2403.125;2529.4585;19.107195;2559.3125;2512.5;2288.808;23.268122;2316.375;2259.5;1986.3102;30.790071;2015.8125;1940.2812;2319.7458;28.58931;2353.9062;2282.2812;2455.2812;24.20794;2492.9375;2433.8125;1994.2872;23.034225;2017.3125;1960.4688;2190.1033;25.589464;2226.6562;2164.625;2470.7307;15.1376095;2488.3438;2454.875;2095.3533;19.616922;2129.5312;2078.6562;2149.3428;26.151583;2175.0938;2112.1875;2464.7144;20.730465;2496.125;2445.5625;2109.5955;23.770454;2140.5938;2081.3438;2000.6632;35.02939;2040.5312;1952.3438;2312.3748;26.493874;2352.3125;2287.9062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4310538.0;2037.9835;22.728514;2064.4688;2003.8125;2304.0544;25.61368;2334.8438;2265.0938;2475.768;19.440731;2499.5625;2446.6875;2321.9539;26.823593;2365.5;2290.1875;2496.6768;21.325651;2522.0;2465.0312;2302.4324;25.976591;2328.0312;2259.5312;2032.207;21.16272;2062.375;2007.625;2203.6736;22.402641;2239.8438;2181.0312;2498.82;20.202415;2537.0;2486.375;1902.3887;30.874002;1948.9375;1875.0312;2125.9202;34.242588;2184.625;2103.9688;2302.2817;40.872635;2371.2812;2270.5;2061.7751;23.582674;2095.8438;2034.4375;2183.765;25.626738;2212.0938;2148.8438;2501.6018;18.129107;2528.125;2483.0625;2177.6987;22.750196;2208.0625;2153.6562;1832.6278;28.1319;1883.3125;1810.25;2246.094;25.152573;2298.7188;2237.9375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4314100.0;2046.3313;29.616508;2094.375;1995.3125;2326.0059;28.906784;2374.8438;2280.2812;2531.5154;21.365507;2558.375;2497.125;2411.4917;26.32979;2454.1875;2367.375;2538.1777;20.303417;2564.0312;2499.125;2293.622;22.905687;2325.0;2247.9688;1998.8503;32.118122;2035.5;1927.3125;2279.6724;37.514748;2334.2188;2218.5312;2472.7583;25.139658;2505.375;2423.0;2009.7769;41.061783;2057.4062;1933.5;2206.2812;28.534224;2243.875;2149.4688;2463.368;25.032331;2499.2812;2419.4375;2095.4907;21.111223;2124.9375;2062.1562;2181.6045;31.777826;2223.375;2119.1875;2488.5422;20.270813;2518.375;2453.125;2144.7488;23.500685;2172.5;2098.4375;1933.5828;41.105362;2001.125;1869.375;2308.8806;31.182878;2359.3438;2260.8125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4316907.0;2067.997;33.32722;2125.7812;2014.0312;2334.6755;32.314766;2386.8125;2273.0;2473.3596;20.632507;2510.4375;2429.9375;2354.1545;26.753628;2389.4688;2290.3125;2503.866;28.7381;2549.7812;2434.875;2301.628;29.24913;2350.5625;2241.7812;2039.4219;28.292973;2090.8125;1998.5312;2204.69;26.344456;2254.25;2167.25;2503.0337;20.958778;2549.1875;2477.8125;1914.2893;24.0197;1942.5938;1864.25;2123.638;21.57884;2152.6875;2084.1875;2270.183;23.536732;2322.3438;2244.0;2069.983;24.9207;2112.375;2028.4062;2194.3618;22.783329;2233.4688;2148.1562;2501.1716;15.050411;2532.6875;2476.4375;2178.9424;22.946424;2217.4375;2143.7812;1825.5093;27.186262;1880.9375;1787.3438;2243.3481;21.876163;2296.1875;2219.0938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3536505.0;2116.4526;22.678583;2137.4062;2084.9375;2279.1582;21.388096;2302.6562;2251.5312;2171.1199;29.141312;2187.7188;2119.6562;2391.6533;18.667192;2413.4375;2369.8125;2392.2522;22.539558;2429.75;2375.4062;2368.5066;22.531252;2405.5938;2354.6875;2213.895;20.860653;2230.6875;2179.9062;2279.494;24.501007;2299.4062;2239.5312;2491.1174;20.790735;2507.4375;2455.8125;2143.218;19.466465;2157.2812;2110.7812;2317.8474;25.85349;2337.6562;2276.0312;2436.4607;27.13455;2463.9375;2396.8125;2255.5352;25.329794;2284.125;2221.0312;2144.8901;23.406946;2165.4688;2105.6875;2210.5393;25.363842;2219.4375;2162.9688;2159.3965;21.625526;2181.625;2127.3438;2294.1216;30.048538;2310.5625;2236.9375;2323.781;19.057842;2340.2188;2290.7188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1700707.0;2243.4136;2.985949;2250.1562;2239.2812;2396.4087;2.1211126;2401.0625;2393.3125;2327.3953;4.22076;2337.125;2321.3125;2088.8774;4.935968;2098.3438;2083.9062;2062.9338;19.741072;2099.1562;2050.8438;2581.535;7.7294044;2595.375;2575.8125;2055.4143;3.3887944;2062.125;2050.6562;2336.238;2.5863204;2340.875;2332.2188;2398.9473;2.3710964;2403.375;2395.0625;2263.9146;18.141865;2283.9375;2240.3125;2478.6416;2.1487927;2482.0;2474.25;2438.5396;1.9755276;2441.5;2434.5625;2381.6235;11.909358;2394.9062;2363.1562;2402.087;15.991536;2419.3125;2380.8125;2353.1943;2.98707;2358.0;2348.3125;2213.9404;15.75137;2234.3125;2186.5312;2347.4255;16.779755;2375.2812;2325.1562;2566.0906;14.602863;2594.5625;2553.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;