Código Município;Rs_max2014/11/01;Rs_min2014/11/01;Rs_mean2014/11/01;Rs_sd2014/11/01;Rs_max2014/12/01;Rs_min2014/12/01;Rs_mean2014/12/01;Rs_sd2014/12/01;Rs_max2015/01/01;Rs_min2015/01/01;Rs_mean2015/01/01;Rs_sd2015/01/01;Rs_max2015/11/01;Rs_min2015/11/01;Rs_mean2015/11/01;Rs_sd2015/11/01;Rs_max2015/12/01;Rs_min2015/12/01;Rs_mean2015/12/01;Rs_sd2015/12/01;Rs_max2016/01/01;Rs_min2016/01/01;Rs_mean2016/01/01;Rs_sd2016/01/01;Rs_max2016/11/01;Rs_min2016/11/01;Rs_mean2016/11/01;Rs_sd2016/11/01;Rs_max2016/12/01;Rs_min2016/12/01;Rs_mean2016/12/01;Rs_sd2016/12/01;Rs_max2017/01/01;Rs_min2017/01/01;Rs_mean2017/01/01;Rs_sd2017/01/01;Rs_max2017/11/01;Rs_min2017/11/01;Rs_mean2017/11/01;Rs_sd2017/11/01;Rs_max2017/12/01;Rs_min2017/12/01;Rs_mean2017/12/01;Rs_sd2017/12/01;Rs_max2018/01/01;Rs_min2018/01/01;Rs_mean2018/01/01;Rs_sd2018/01/01;Rs_max2018/11/01;Rs_min2018/11/01;Rs_mean2018/11/01;Rs_sd2018/11/01;Rs_max2018/12/01;Rs_min2018/12/01;Rs_mean2018/12/01;Rs_sd2018/12/01;Rs_max2019/01/01;Rs_min2019/01/01;Rs_mean2019/01/01;Rs_sd2019/01/01;Rs_max2019/11/01;Rs_min2019/11/01;Rs_mean2019/11/01;Rs_sd2019/11/01;Rs_max2019/12/01;Rs_min2019/12/01;Rs_mean2019/12/01;Rs_sd2019/12/01;Rs_max2020/01/01;Rs_min2020/01/01;Rs_mean2020/01/01;Rs_sd2020/01/01;Rs_max2020/11/01;Rs_min2020/11/01;Rs_mean2020/11/01;Rs_sd2020/11/01;Rs_max2020/12/01;Rs_min2020/12/01;Rs_mean2020/12/01;Rs_sd2020/12/01;Rs_max2021/01/01;Rs_min2021/01/01;Rs_mean2021/01/01;Rs_sd2021/01/01;
5103502.0;625.89844;516.6328;570.1018;28.674322;582.2422;467.23438;523.96643;29.620173;690.10156;602.84375;647.54486;22.939722;580.6953;472.21875;520.6847;27.351622;614.3594;479.6875;539.6227;31.244509;562.6094;438.36328;499.24725;30.24085;595.76953;483.27734;534.7184;29.85119;580.14844;455.08594;505.65872;34.45383;620.2578;526.09375;572.064;24.504528;661.0078;517.03125;584.32306;34.747265;608.4844;482.03125;545.5052;29.749054;629.2969;507.8672;571.5894;30.068516;564.9531;451.84375;502.8179;27.103476;632.8906;516.7969;566.06805;28.969193;628.8906;514.72656;554.22723;27.21276;642.8672;529.7344;583.9128;25.075602;655.6719;522.41406;597.23584;29.351437;700.7031;576.2031;639.90204;26.75456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5105259.0;571.8906;536.6172;553.2183;9.083979;552.1875;502.82812;525.02167;12.820049;659.08594;623.3125;641.88574;9.4383955;538.4844;485.78125;509.11816;12.926856;628.1328;582.8047;604.3901;12.474833;491.98438;454.39062;473.69403;8.637253;578.66797;527.27734;554.04767;12.220486;535.1328;486.125;510.97073;13.206577;588.6953;552.9922;569.1135;10.396487;573.2031;511.01562;544.12994;14.769233;538.02344;477.92188;508.89774;14.764155;583.77344;530.4922;555.30164;13.424556;510.14844;467.20312;485.90918;10.438681;570.47656;527.4531;548.13116;10.323058;595.5469;560.2539;577.099;8.845107;597.2578;552.4531;574.6946;11.523529;629.8672;582.40625;607.9541;12.143882;633.3281;578.1953;603.95123;13.907625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106224.0;642.2656;503.39062;564.9365;32.720654;603.09375;471.65625;525.51404;29.965757;706.8047;597.1172;646.3018;22.519445;596.8281;457.45312;511.18716;31.683054;658.8672;508.3828;575.6771;38.92056;555.96875;434.35938;483.16574;29.649433;622.25;487.32812;549.6487;30.438137;614.46094;453.20312;517.02734;39.572994;646.0547;513.8594;571.84436;30.379921;644.02344;490.8125;560.5303;36.80249;606.3594;463.64062;521.3251;31.71809;633.40625;506.0625;557.53564;30.45236;564.4531;434.53906;494.16418;30.555464;632.7031;499.33203;559.48645;31.173088;642.9297;519.3711;585.28357;26.618813;638.46875;520.41406;583.426;26.60365;660.0469;544.4219;607.37994;27.08274;691.9453;559.89844;627.7223;31.884129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106257.0;635.96094;554.8672;594.8192;22.689466;583.6953;501.46875;542.529;23.049463;713.14844;617.53906;666.2193;24.131132;664.375;599.8828;629.9398;16.918203;705.15625;616.34375;657.5523;22.944744;535.9844;454.15625;495.1277;21.782871;619.5625;520.9844;568.57965;28.856863;633.2578;545.47656;588.219;23.707296;663.0078;570.4297;612.80865;25.52721;609.85156;526.9297;567.1827;22.176939;589.0;501.1953;543.3372;24.483591;652.8281;574.5547;612.39417;21.38205;542.375;450.28906;498.79724;22.466291;649.9219;564.2656;612.67944;23.671364;709.03906;642.8906;677.32837;16.882864;610.83594;532.4219;575.3677;21.290506;654.15625;559.4531;608.1789;25.255894;612.0156;527.39844;571.38464;22.582996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106372.0;567.8711;510.7461;538.5939;16.34063;567.9453;496.95312;530.0989;20.530565;697.85156;611.33594;651.36945;24.50579;585.7422;522.85156;556.58636;17.562502;644.9531;576.4922;610.9721;19.54041;554.75;487.9297;521.8071;19.541986;571.9922;511.29688;541.681;16.499855;598.625;542.40625;568.6258;14.623358;610.8047;538.1406;575.38776;21.41536;626.5547;561.40625;594.4657;18.123026;590.9531;500.91797;546.2394;25.798254;619.7969;549.6875;581.8254;20.210777;512.53906;435.91406;469.24155;19.660074;696.8047;615.6875;653.51587;24.236095;709.0547;641.5547;676.6632;18.571783;605.02344;548.9922;580.6747;14.062128;638.64844;559.09375;597.7336;21.7311;659.33594;580.53125;619.07605;22.05472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107040.0;606.0078;521.60156;563.4859;20.435236;581.5625;482.7578;534.8303;23.896048;681.7422;580.1328;629.3549;24.957733;645.2344;539.8203;594.1693;26.171442;681.7031;566.64844;625.9204;28.372711;546.2422;458.4375;506.73398;20.856052;599.1875;511.875;552.1124;20.725725;626.9219;544.02344;586.9091;21.053596;658.9453;543.7031;599.31525;28.743313;598.9844;518.4219;561.5066;18.749998;587.0625;481.36328;541.65845;25.084446;649.5078;547.53125;606.09955;25.111557;509.8672;436.44922;471.795;17.64442;617.6172;526.96875;567.6631;23.679674;686.4922;606.6406;651.6643;18.827675;606.0547;511.8047;554.6358;23.374912;645.1406;554.625;599.23956;22.006823;637.1094;536.8281;585.7084;24.480145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107065.0;626.125;550.96094;590.1997;19.250914;576.60156;499.39844;536.7722;19.06192;686.7344;619.16406;655.0515;16.519815;650.8281;566.02344;616.21454;18.550556;712.125;619.96875;670.79626;20.417194;533.77344;426.66016;479.20508;24.400599;636.6172;563.6328;603.30396;17.569242;608.8281;520.7461;571.2782;20.675385;683.03125;589.21094;649.1498;21.778046;613.9219;509.91406;568.35345;25.021965;593.10156;483.77734;546.796;26.23706;638.3906;540.39844;593.52075;23.034765;546.2344;433.07812;496.16025;26.665707;620.27344;502.08594;572.0743;27.920238;655.96875;519.41016;594.4306;31.47133;604.60156;507.51562;556.7843;22.154865;648.5625;532.6172;589.48804;25.713873;610.5156;482.15625;537.6686;28.38747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107875.0;613.0781;488.875;545.79987;29.692638;610.7344;474.64844;540.3508;34.41537;677.2422;532.5156;602.079;35.767506;625.96094;490.79688;559.29193;31.253365;742.8906;533.46094;655.51685;53.02014;606.9453;423.67188;517.6022;48.404373;607.4219;468.9414;544.8125;34.196854;593.89844;445.57422;527.96;36.65495;671.6406;504.0625;595.5023;42.094257;591.9219;439.3203;510.54965;39.784184;582.5547;458.26562;524.3764;33.065823;604.7578;452.10938;543.82434;38.7974;593.6406;459.0078;535.5132;34.504173;644.66797;497.36914;574.53436;34.81112;643.8672;508.75;582.9464;32.22123;648.0078;487.46875;580.67334;44.351524;663.7969;495.10156;593.1286;42.53677;702.1094;538.625;631.2399;41.29972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107925.0;605.6172;483.3086;543.6362;28.511692;585.8828;471.27344;526.00006;25.097967;697.85156;591.9922;643.05347;23.297388;604.28906;490.0664;535.9062;25.774244;683.8672;580.60156;625.3187;22.352234;540.35156;422.66016;474.45007;25.15824;613.02344;521.79297;563.049;22.444292;604.4844;478.73047;524.30035;29.903141;644.4375;538.25;579.8222;24.984695;618.5781;469.96094;540.081;35.778492;579.2578;444.1328;505.26025;33.742752;605.46875;508.16016;552.0202;24.13102;529.3906;433.08594;480.86093;21.821682;591.33594;489.42578;542.77563;23.114122;643.9375;550.0742;589.4865;20.346756;612.7656;526.28906;572.8699;18.326376;653.9922;545.9883;600.8764;24.255844;664.2656;544.33203;603.9425;27.837679;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4103453.0;701.1953;635.25;664.9553;23.638403;663.53125;582.28125;624.60376;28.01631;634.59375;563.96875;601.77563;26.613537;504.8789;426.54297;464.6158;28.626469;542.1914;485.67188;514.8963;21.677483;658.9297;606.96094;632.242;20.204351;754.33984;725.6172;739.4726;9.790476;696.9336;657.71094;681.1639;13.189103;732.9531;699.2344;718.9426;10.962142;683.51953;660.8867;673.1019;7.3047876;685.35156;654.16406;676.0363;9.436511;587.2617;560.6406;573.7294;8.216991;702.3594;679.71875;693.4727;6.8506494;802.6875;778.41406;790.2018;7.382289;693.4375;664.5;680.4343;8.913019;676.04297;621.1953;658.25696;20.797535;706.35156;656.46484;694.3723;16.286448;669.72656;623.91406;656.55444;15.638068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4104808.0;712.72656;642.0156;680.606;20.026812;658.08594;571.71094;612.3405;25.3099;637.33594;546.28906;587.04016;25.223352;506.90234;417.70703;462.88535;26.33857;582.22656;480.32227;533.0955;29.02562;706.33594;605.5625;657.2226;31.091427;761.64844;717.41797;737.54834;11.068936;716.5156;642.1133;679.7686;18.817163;760.41406;691.52344;722.948;16.879349;696.5664;649.5449;670.6091;11.322753;727.5156;658.34375;683.1114;16.284275;618.58984;550.84375;579.2054;15.932335;723.65234;669.97656;694.3194;11.582874;822.5469;755.33594;788.13354;15.257208;721.71094;650.0625;682.5133;16.844881;692.03125;607.2656;652.79755;24.51264;730.34375;630.08984;692.37195;27.553257;683.90625;608.8281;652.71606;19.797325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2910503.0;635.33594;536.0508;579.30884;31.95725;683.03125;568.5039;616.66705;37.115585;735.9844;664.8281;694.005;24.8658;714.15625;625.60156;677.9099;28.090076;733.3906;661.0703;692.9753;23.42195;613.15625;546.8672;579.475;21.55867;696.9531;621.1719;667.345;24.116173;682.3203;601.83594;647.15485;25.499664;741.03125;684.8906;708.1921;18.14046;697.1406;600.3828;646.0546;31.834986;707.28906;621.22656;659.27716;27.97489;752.2344;693.8906;721.82245;19.378883;669.35156;602.125;632.7008;20.407848;729.6328;654.72656;691.76935;22.82983;765.8906;689.83594;722.005;24.0009;714.3594;636.5156;669.16565;24.226223;764.5078;692.2656;726.83997;21.84349;682.15625;612.6719;645.4702;21.400364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4107603.0;664.75;609.21094;641.8889;18.160774;670.85547;602.52344;649.5262;22.682838;745.9297;667.96875;718.0502;25.626726;526.4297;437.01172;501.90936;31.113749;541.1719;462.8125;510.9631;25.327868;640.34375;560.64453;607.2786;25.112116;733.3047;671.0547;715.5669;21.16433;676.91406;604.0781;651.1448;23.957808;684.0625;604.3594;648.5308;25.986895;705.3281;630.1992;677.5713;24.556656;645.5703;579.58594;621.78845;21.581562;643.35156;575.9961;620.476;22.350594;680.5156;628.875;658.13464;17.040422;799.35156;737.6797;768.0691;20.721249;729.8672;655.8203;707.62225;23.74792;711.64844;662.3906;695.55255;16.716473;684.1992;612.2617;651.9174;22.499187;655.41406;581.7969;631.4487;24.044674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4109401.0;681.4844;549.6211;583.98175;31.61009;619.47656;509.73047;560.264;29.819351;690.1328;584.9922;642.35693;28.444958;470.98828;360.94922;414.3097;31.432703;543.6406;434.15625;485.7734;30.476059;628.75;528.3281;580.2544;29.084185;702.1875;554.2344;623.9572;39.24844;651.58594;525.46094;583.5119;33.44392;708.6875;610.4922;656.82764;26.147165;704.5078;591.7422;644.91473;28.535343;663.8828;536.5508;592.33765;34.41535;613.35156;495.88672;556.51636;30.472712;682.2461;570.89844;628.5367;30.069826;806.5;694.21875;746.9766;30.510565;694.8047;586.8008;639.2947;28.382524;660.54297;553.9375;610.2193;27.492474;707.9531;607.72266;656.0932;26.641148;640.25;529.1172;583.60223;29.443321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4113700.0;662.4453;604.6875;633.89954;16.85444;679.0664;622.3047;651.4993;15.348349;756.1172;690.3281;732.89777;17.395205;547.7422;472.54688;513.28577;19.409126;582.53906;505.02344;550.1365;19.645779;685.3281;612.6133;663.0361;18.320278;726.83594;664.03125;698.5146;15.511569;675.1172;607.21875;640.9623;16.878237;665.83594;582.8828;627.20514;22.816921;701.8672;629.76953;668.44025;18.941256;648.03906;579.1094;617.74457;18.350782;644.1406;588.9922;619.9442;14.878342;675.73047;618.02734;647.3014;14.685831;785.4375;719.8906;752.95795;17.866083;742.28906;679.66406;713.6098;16.166092;720.35156;668.7344;696.6398;13.940113;673.0703;605.9297;639.5651;17.49997;670.97656;611.8906;646.8823;15.760462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4115754.0;650.34375;630.28906;643.1056;8.38063;664.9961;630.2422;652.479;14.255857;746.5;700.3047;723.92017;18.59884;528.23047;472.0625;508.6909;23.260874;556.6719;493.09766;522.1093;25.91955;666.5742;593.89844;619.97546;28.715374;727.2969;682.21875;714.36475;19.498974;669.0156;622.1094;651.4679;20.46242;660.6875;613.6797;646.0483;20.134554;697.3047;643.14453;676.7198;21.867672;639.33203;594.6133;622.6019;18.436663;637.0781;598.3828;623.01904;15.694152;671.75;632.34766;656.6803;16.646835;785.1172;744.9375;762.9729;17.11751;731.65625;687.41406;711.2972;18.443771;711.1094;679.64844;698.47144;13.322306;670.54297;624.4492;650.7913;19.096165;656.3906;619.96875;638.4823;15.232075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4117701.0;603.4375;524.33984;560.74;23.25176;599.6836;519.65625;559.1311;23.145937;687.3594;586.41797;635.8031;31.057337;433.78906;356.8789;394.67648;22.431482;537.7656;441.40234;489.80414;28.58937;617.22656;518.6875;557.0942;30.239601;613.64844;514.4531;563.6832;32.603905;588.5;485.33594;535.60925;31.295897;645.7422;545.4297;591.9489;32.09456;646.6953;542.3789;592.216;31.259474;595.10156;479.96484;534.3048;34.821743;568.03906;483.03516;524.6806;27.322046;590.4219;474.14062;530.13513;35.508305;735.21875;647.0703;685.14325;26.978794;664.14844;558.84375;607.53876;33.08602;590.5078;515.5625;555.28644;22.106083;659.0078;569.8789;609.76953;29.113401;606.3281;512.1914;554.0827;27.33709;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4119905.0;599.6797;520.60156;562.8535;23.470753;613.26953;529.91016;569.6472;23.486683;699.6719;597.41797;646.9075;31.971024;434.2422;355.10938;401.427;22.297434;542.9453;445.70703;498.1775;28.748074;598.85156;513.5078;552.2327;25.099737;631.7031;520.8164;582.5403;36.018036;595.5781;503.17188;549.05475;30.114853;641.8594;549.1172;599.7775;31.517792;635.2344;549.6719;593.6496;29.209442;592.8672;480.5547;537.9127;35.440678;566.85156;484.0625;526.47375;27.047115;588.09375;480.27734;538.7928;37.206764;725.3906;644.7969;686.45435;24.396202;671.5469;575.4375;621.2583;33.90116;603.2422;535.5781;567.58136;20.663464;657.3047;560.0117;614.4438;31.355618;597.7031;510.78906;553.95624;26.600208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4306973.0;693.41016;663.4375;681.1024;11.618611;681.8203;644.0547;663.75507;14.2241335;682.60156;652.28125;667.5646;11.707507;545.1992;508.39453;526.2371;14.095372;586.91016;552.59375;569.9735;13.309785;729.65625;689.54297;706.5634;15.589146;729.9531;700.5078;717.2406;11.351408;681.125;641.41016;664.1979;15.0946;701.89844;671.1094;687.75275;11.993317;712.9297;683.89844;695.85547;11.419556;754.5703;727.3203;739.31506;10.63893;670.03125;642.89844;653.82965;11.773629;679.85156;657.8047;668.07294;8.308302;786.6094;760.3672;768.9245;10.355587;704.0625;674.72656;686.9579;11.716292;673.58594;639.10156;659.4501;13.268788;809.98047;774.4453;793.41724;14.137185;707.2969;673.02734;691.4623;13.126937;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4310538.0;724.6133;697.08203;710.5525;10.362665;686.9336;650.5742;668.11127;13.787074;690.5703;638.9336;667.3916;18.526155;582.9531;532.8906;555.88477;18.550928;599.3711;545.5547;570.87164;19.326033;753.5547;712.58984;731.7859;15.238199;720.0039;689.0117;710.159;12.104476;726.6406;683.41406;708.9291;16.188652;695.7969;654.1328;677.5905;16.099762;771.3711;741.9297;764.08777;11.13908;792.77344;756.5156;778.54004;13.975623;720.4883;680.0078;706.3252;15.477604;717.9961;677.6133;705.08685;15.2909;778.8594;740.6992;759.5643;15.231431;638.3281;602.9883;614.7327;13.554996;657.66797;625.34766;646.71387;13.091068;862.35156;832.8906;850.6789;11.209204;769.6172;732.1172;757.2251;14.516349;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4314100.0;717.4531;667.5508;696.61304;14.442984;706.4375;628.3672;672.794;24.816545;691.1719;622.9961;651.01416;20.80561;567.9336;503.3164;539.6743;19.457909;598.4492;530.0742;561.0961;21.210394;754.1953;683.14844;726.2122;21.038393;737.85156;691.6094;711.86066;14.395197;704.3828;632.6328;664.67725;21.783997;711.8047;611.96094;640.85583;30.203526;722.91406;678.85547;701.92505;12.896935;775.46875;714.6875;744.6361;19.188831;696.6719;631.6758;664.0511;20.575499;688.5156;648.4492;667.1939;12.53888;789.8203;732.9297;757.99646;18.048517;709.3203;649.8281;675.1778;18.24103;674.5508;617.2539;642.4439;17.643585;833.6094;780.89844;806.62115;16.0153;727.5703;670.6172;697.2578;16.984589;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4316907.0;735.77734;679.4922;710.62946;15.984838;697.8281;641.3008;670.4795;15.911886;700.40234;632.34375;664.9644;18.090466;592.4258;524.4375;559.03796;19.363596;615.6914;539.3242;577.86273;20.856089;760.08594;696.47656;729.9467;17.72959;735.2656;691.53516;716.26044;11.0095005;743.47656;686.66016;715.90594;15.120838;713.6406;649.40625;682.44257;17.754684;783.7539;740.6875;766.5953;11.508654;803.71875;755.7578;781.2807;12.692468;740.91797;680.16016;712.4095;16.557093;726.29297;681.8164;706.57306;10.799243;784.40625;734.4258;758.348;12.159119;646.9414;587.2578;612.59674;16.311102;681.1094;631.6699;657.2161;14.929794;872.0078;830.21875;850.84894;11.924078;784.3906;735.125;761.14453;13.157046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3536505.0;606.0781;580.46875;599.25323;11.389194;667.625;630.59375;656.8076;16.785326;733.10156;706.3047;726.5466;12.10635;525.64453;501.08594;516.52155;10.982246;587.6094;559.7383;581.6737;12.375838;608.58203;581.51953;601.8527;12.148392;627.45703;589.26953;619.24066;15.50534;693.03906;652.60156;685.51227;16.773214;578.71484;546.3242;570.5113;12.92631;653.6875;613.2344;645.5503;17.222603;656.77344;616.7461;648.33905;16.736345;609.3086;564.5586;596.9501;18.275467;569.8594;527.39844;563.1767;17.681599;745.5078;689.8672;734.823;22.394463;722.0703;677.34375;712.8137;18.540674;618.4375;565.66016;606.3555;21.932096;656.03906;590.21484;636.035;27.141235;653.7969;596.53516;637.4322;23.97303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1700707.0;601.40234;584.1992;593.9773;4.8520284;590.5781;573.375;581.76855;4.808891;652.3906;632.8203;643.4261;5.4233565;622.09375;603.5508;613.42426;5.1811724;729.64844;705.9922;719.4903;6.820722;502.0703;475.5039;490.0495;7.663579;625.27344;604.41406;614.93976;5.8296742;652.71875;626.97656;639.86786;7.228504;660.58594;635.65625;648.22845;6.957143;580.7422;557.8594;569.375;6.344856;576.1797;556.9453;566.12964;5.3697715;667.91016;645.47266;655.3692;6.3121796;553.8281;520.0781;535.69745;9.105067;623.8203;590.28906;609.5058;8.993741;685.65625;646.1328;669.8437;9.894285;635.9375;595.3125;616.5208;11.98134;674.1953;627.3203;652.258;14.679859;602.21094;558.40625;583.9158;13.562464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;