Código Município;Tmax_sd2014/11/01;Tmax_mean2014/11/01;Tmax_max2014/11/01;Tmax_min2014/11/01;Tmax_sd2014/12/01;Tmax_mean2014/12/01;Tmax_max2014/12/01;Tmax_min2014/12/01;Tmax_sd2015/01/01;Tmax_mean2015/01/01;Tmax_max2015/01/01;Tmax_min2015/01/01;Tmax_sd2015/11/01;Tmax_mean2015/11/01;Tmax_max2015/11/01;Tmax_min2015/11/01;Tmax_sd2015/12/01;Tmax_mean2015/12/01;Tmax_max2015/12/01;Tmax_min2015/12/01;Tmax_sd2016/01/01;Tmax_mean2016/01/01;Tmax_max2016/01/01;Tmax_min2016/01/01;Tmax_sd2016/11/01;Tmax_mean2016/11/01;Tmax_max2016/11/01;Tmax_min2016/11/01;Tmax_sd2016/12/01;Tmax_mean2016/12/01;Tmax_max2016/12/01;Tmax_min2016/12/01;Tmax_sd2017/01/01;Tmax_mean2017/01/01;Tmax_max2017/01/01;Tmax_min2017/01/01;Tmax_sd2017/11/01;Tmax_mean2017/11/01;Tmax_max2017/11/01;Tmax_min2017/11/01;Tmax_sd2017/12/01;Tmax_mean2017/12/01;Tmax_max2017/12/01;Tmax_min2017/12/01;Tmax_sd2018/01/01;Tmax_mean2018/01/01;Tmax_max2018/01/01;Tmax_min2018/01/01;Tmax_sd2018/11/01;Tmax_mean2018/11/01;Tmax_max2018/11/01;Tmax_min2018/11/01;Tmax_sd2018/12/01;Tmax_mean2018/12/01;Tmax_max2018/12/01;Tmax_min2018/12/01;Tmax_sd2019/01/01;Tmax_mean2019/01/01;Tmax_max2019/01/01;Tmax_min2019/01/01;Tmax_sd2019/11/01;Tmax_mean2019/11/01;Tmax_max2019/11/01;Tmax_min2019/11/01;Tmax_sd2019/12/01;Tmax_mean2019/12/01;Tmax_max2019/12/01;Tmax_min2019/12/01;Tmax_sd2020/01/01;Tmax_mean2020/01/01;Tmax_max2020/01/01;Tmax_min2020/01/01;Tmax_sd2020/11/01;Tmax_mean2020/11/01;Tmax_max2020/11/01;Tmax_min2020/11/01;Tmax_sd2020/12/01;Tmax_mean2020/12/01;Tmax_max2020/12/01;Tmax_min2020/12/01;Tmax_sd2021/01/01;Tmax_mean2021/01/01;Tmax_max2021/01/01;Tmax_min2021/01/01;
5103502.0;25.886368;958.26416;1016.9375;909.09375;26.783617;939.697;1001.7656;889.7969;24.940847;985.84503;1042.8594;937.8906;24.396507;1007.7837;1062.5312;958.0469;25.889835;1025.9039;1081.9688;975.25;24.9897;943.00287;1004.4531;901.9844;23.480148;934.152;990.0625;891.6719;28.386934;929.05994;992.2031;880.21875;24.76573;953.24554;1014.375;912.2031;24.305254;972.226;1033.125;932.78125;27.223246;952.4007;1012.4531;904.9219;22.578588;959.6834;1013.6719;919.25;29.783812;932.45245;999.0156;881.78125;29.078527;967.2448;1030.2656;917.1406;28.683994;972.3296;1036.1562;923.2656;30.63711;977.4683;1045.125;922.8594;27.979782;986.68524;1051.4844;929.7969;25.431576;1007.9943;1067.3438;960.3594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5105259.0;7.7245407;971.9001;990.40625;959.875;10.206166;950.9424;974.8125;933.9375;9.175572;999.39374;1020.2031;985.1406;12.289339;1021.72784;1046.625;999.96875;8.260647;1040.8942;1060.7344;1028.1562;11.306471;943.7417;970.3281;925.2656;8.933013;958.1442;980.7969;943.7344;10.006367;933.3098;955.09375;915.375;10.953978;963.92316;988.4844;946.03125;8.528677;964.2671;984.0625;950.9219;8.935429;941.995;963.2656;926.25;8.897582;970.17267;991.84375;956.5625;10.805466;932.4821;957.8906;914.65625;8.202508;959.2034;979.0156;946.3906;7.62563;980.9946;998.4375;967.75;8.246014;972.94836;991.34375;960.0625;12.3536;996.0229;1025.2344;978.53125;15.661165;1004.36786;1043.0156;981.71875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106224.0;16.037558;970.9584;1006.53125;931.6719;16.734287;950.0668;988.1406;905.84375;14.687488;998.204;1028.8906;956.78125;15.202073;1024.4592;1056.2188;985.6719;13.9259405;1041.9563;1071.875;1005.4531;15.603866;944.1546;984.09375;907.6094;16.35409;952.6787;986.1875;908.84375;16.90642;934.45435;976.0156;902.15625;15.265594;958.97205;998.34375;925.6875;15.73656;968.1078;1009.84375;933.6094;16.812061;951.63763;991.5;914.25;15.442727;966.7196;1001.2656;929.4844;18.364658;933.1709;980.40625;894.1719;18.155466;966.40173;1010.6406;931.5;15.225498;979.08826;1017.7656;946.8281;15.488844;982.2554;1021.0781;943.7344;19.24898;1000.1639;1044.5938;952.0625;23.428461;1010.7637;1068.1562;956.65625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106257.0;20.311462;1003.5676;1031.9844;941.9844;21.317804;962.8546;995.90625;904.0156;24.954159;1053.356;1087.7969;987.5625;22.027163;1074.0148;1104.9531;1014.46875;22.536407;1086.5619;1120.3281;1023.0781;21.09533;971.6499;1000.2344;911.8281;21.784037;1017.32556;1045.1094;942.78125;21.79731;1007.3778;1037.7656;947.2969;22.66668;1028.543;1059.8281;962.2344;24.37332;998.50586;1034.6562;932.5625;22.548977;984.3324;1016.9531;916.71875;23.884035;1010.3652;1045.0781;939.3125;21.98224;957.61426;991.0469;898.5;22.934542;1021.8302;1053.6406;962.7969;22.569206;1055.8167;1087.5156;994.28125;23.199524;1005.3248;1044.5469;949.0156;20.736399;1014.199;1048.5625;954.0;20.185984;997.3647;1029.0;945.8281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106372.0;27.585358;968.34796;1012.21875;916.1875;29.220602;952.41797;999.7031;897.5;28.458708;1020.9367;1068.4688;968.0;28.059437;1003.8078;1048.7188;951.625;26.872154;1035.1147;1078.7656;982.65625;30.234116;966.791;1016.53125;912.7031;26.82624;943.4469;984.2344;893.9531;27.287529;967.53973;1012.8125;917.59375;30.068539;968.4535;1017.9375;914.40625;28.83882;974.02515;1019.9844;921.2969;27.669476;955.90656;1004.2344;905.3281;30.62692;976.86743;1024.7969;920.5625;27.270542;932.9196;975.9375;882.1875;28.252867;994.8633;1041.3594;942.5469;28.419695;1023.1739;1066.9375;969.15625;30.08192;996.5192;1045.0;940.2969;30.65343;1017.91345;1063.7031;960.2031;31.991863;1035.4779;1081.5625;977.3594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107040.0;20.271013;933.35016;981.9844;895.5625;21.190807;911.7087;962.84375;873.5781;19.294214;963.3513;1013.25;929.03125;23.05755;982.02344;1031.8594;937.5625;18.6504;999.13763;1046.5625;964.9844;20.1279;911.89404;961.6875;875.34375;19.589172;899.9314;955.3594;866.3281;20.673746;914.221;969.2969;878.4375;20.835438;931.5643;986.2344;895.21875;19.262806;924.86554;972.3281;890.4531;20.111876;898.85205;946.21875;863.2969;17.885448;924.98254;967.3125;891.25;16.589193;889.84247;929.5;857.9219;16.754503;947.68976;986.3281;914.5625;16.54109;969.2164;1007.75;935.8125;23.249393;937.5645;1000.8125;900.1719;20.609999;963.76263;1013.28125;927.15625;23.28646;965.3844;1016.875;926.3906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107065.0;10.230442;990.27295;1017.2656;965.3125;9.549565;956.4744;982.3594;936.625;9.564361;1007.52985;1030.75;984.1406;10.988162;1041.3163;1060.6875;1014.4375;10.499453;1059.3243;1082.2656;1036.8594;11.998165;940.20917;965.84375;913.84375;9.721735;1001.09454;1024.1875;973.7656;11.521147;971.02124;1000.65625;943.0469;10.57129;1008.2004;1029.5469;979.7656;11.127653;973.56396;1000.7031;945.7656;10.870119;961.96375;988.4219;932.71875;9.663338;984.7616;1006.6406;957.2656;13.016503;945.8903;976.5;912.9375;11.94995;982.81946;1005.15625;948.0781;12.9264145;1017.6571;1041.1406;982.75;10.269334;991.3864;1022.9531;962.3281;11.380216;1023.46686;1048.1406;990.375;13.0865135;988.1804;1017.15625;954.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107875.0;20.78549;930.12494;969.8281;891.0156;21.434967;928.09485;969.9531;886.0156;17.68115;963.2667;1001.9219;927.53125;17.032803;977.8405;1010.65625;944.1875;16.11834;987.4918;1019.0625;955.0625;18.43241;933.75354;973.40625;897.6094;24.31177;932.0061;974.125;883.84375;19.617426;910.61053;950.125;872.9219;18.964188;931.466;968.6719;893.7344;18.3623;938.8928;974.25;899.1406;15.650327;932.30725;965.9219;902.34375;19.10619;937.7652;976.78125;901.6719;19.015095;918.3698;956.2344;881.75;16.531286;929.2004;967.5625;897.8125;18.02326;940.4336;973.28125;901.6875;18.359566;941.5353;977.75;906.0469;21.088102;947.0198;987.2031;904.21875;19.294638;964.7197;1000.90625;925.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107925.0;12.968305;972.3583;995.3906;939.9844;14.850648;945.7634;971.8125;904.84375;14.376576;997.554;1020.09375;957.9844;14.561075;1013.4629;1043.0312;981.6094;10.628827;1036.9207;1058.25;1011.75;15.452662;944.3502;973.0781;907.1875;10.762036;960.36597;979.7969;933.21875;14.492471;939.00006;967.375;905.3906;15.891166;972.27405;1000.4531;933.6875;15.406072;963.3036;989.65625;925.3125;15.931298;939.76843;971.0;903.625;15.474926;970.9835;994.25;928.8594;16.2015;934.4279;959.625;892.1719;17.342058;954.8932;981.4375;909.21875;14.93146;985.5647;1009.5;944.8594;11.372931;972.19635;994.2031;943.7969;12.243046;982.70105;1004.4844;949.96875;16.940687;985.827;1014.4375;940.1719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4103453.0;17.461535;870.61475;900.4219;848.8281;23.494455;917.26807;952.34375;883.75;20.91528;984.2219;1013.53125;952.125;20.778933;808.41235;844.3906;781.8906;20.89367;872.9555;908.1875;845.4219;17.39718;966.4819;993.3125;942.7969;15.778178;871.36224;897.6094;851.34375;15.053633;875.5948;900.8125;856.4844;12.763178;935.5064;954.53125;917.6094;13.789333;839.2519;862.3906;821.5156;11.148276;902.44196;920.71875;887.21875;14.877892;882.92535;907.2031;863.9531;12.627634;869.1305;890.1875;852.3281;17.767357;989.18524;1017.96875;965.34375;15.447027;1012.78284;1035.5938;990.4531;16.508232;927.0494;953.0;904.2344;15.784563;897.2286;926.09375;877.8125;14.22286;935.8357;958.5;917.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4104808.0;17.20316;850.49506;895.03125;824.53125;24.462997;876.0034;934.5;842.3906;26.184774;935.07574;993.59375;898.8594;21.009691;781.5176;834.21875;751.4375;19.468748;845.4149;893.2969;816.09375;21.750042;935.39294;990.71875;898.9219;15.719718;852.6958;891.5469;829.3594;19.56453;856.1368;905.0;828.59375;22.297037;918.4857;971.4531;886.40625;17.239893;822.03394;866.2031;796.9844;20.342419;893.1626;947.5;868.2031;19.790136;864.82214;914.6719;836.2656;17.774267;856.1682;903.1094;833.375;17.309929;961.50055;1003.78125;934.0;21.203924;986.8929;1039.2344;953.8906;20.081425;899.1151;949.25;866.75;17.344929;879.0634;922.5156;854.5781;18.9258;917.90173;964.9531;890.4219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2910503.0;15.688896;904.7746;931.4375;878.8594;15.163616;959.57654;986.0156;933.5469;18.145094;994.8666;1025.9531;963.9844;21.771225;990.55634;1024.5625;949.84375;17.924501;1041.4664;1068.9688;1009.0469;9.445475;1000.4795;1017.09375;984.25;13.357418;961.423;984.1406;939.71875;9.627611;1024.8126;1040.3281;1006.3906;6.3785715;1044.9135;1056.5938;1033.4062;16.834658;921.63544;947.9531;889.59375;21.472752;983.134;1018.5625;943.1406;21.258915;1001.9082;1039.2188;964.9375;13.442499;919.6587;943.3125;894.78125;18.2537;989.45667;1022.4219;956.46875;23.029217;1008.1644;1047.6719;966.65625;22.81258;948.02386;983.03125;904.7344;18.937908;993.39594;1022.4219;957.96875;17.850578;993.0994;1020.75;959.1094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4107603.0;33.436142;881.1928;935.75;828.03125;34.26881;906.55536;963.0781;851.3594;31.35489;963.553;1016.40625;909.7344;34.30318;824.7834;881.90625;769.1875;35.510235;880.287;941.4531;823.0156;35.630493;924.1318;985.5469;868.7031;32.671833;877.00726;927.53125;824.9375;31.310022;891.692;942.0469;838.0781;33.009205;904.7897;962.28125;849.46875;32.370186;837.1259;890.8281;784.8906;31.712017;881.85675;933.7656;830.34375;32.240723;865.8386;919.5625;812.6719;30.904766;852.583;905.21875;802.71875;30.835644;949.0713;1003.0;897.5625;29.382833;961.2276;1011.4219;910.5469;31.656765;909.564;959.34375;856.9844;36.545406;886.0076;949.5625;828.3281;31.93729;892.7504;947.5781;838.6406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4109401.0;28.045609;777.5691;855.0469;732.53125;28.958002;798.49414;875.3594;751.5781;27.737253;869.9783;938.84375;822.90625;28.634375;715.82874;791.625;670.47656;27.290606;803.0964;871.0156;757.5469;29.833897;827.46075;909.8906;778.59375;33.19382;761.0864;855.0781;707.375;26.670315;792.4791;870.21875;750.25;24.378023;835.88666;904.7969;797.34375;29.281458;746.8583;828.9844;698.59375;30.518038;801.8459;888.5;755.8281;26.455954;786.53143;861.75;743.625;28.565102;765.1828;848.6406;721.0156;24.464495;889.6345;962.1719;851.65625;23.810518;884.47516;956.3594;847.0625;34.26196;776.9102;873.4219;723.40625;28.320856;805.76;883.15625;760.1094;26.513775;815.3177;891.0156;775.34375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4113700.0;28.77336;925.1075;958.6094;850.5781;27.110378;946.2456;978.25;876.84375;25.542727;1008.3587;1040.0469;946.65625;26.105555;864.3205;894.9375;796.15625;24.926544;913.95746;943.875;850.6094;27.734198;960.5739;993.8594;891.3125;29.005049;922.8406;956.0469;844.8594;27.330627;942.1228;974.5625;873.1406;24.959856;945.7783;975.46875;883.625;26.854801;884.34045;915.6719;814.9219;27.484789;931.7261;964.3125;862.90625;25.66462;911.4744;941.8906;846.03125;27.517614;901.7556;933.5625;831.3125;24.938;997.0796;1026.5312;936.875;25.139202;1014.08093;1044.7656;952.8281;26.298391;950.18274;981.5;882.7344;26.654078;921.84973;953.9844;855.4531;26.116339;939.84174;972.0469;876.65625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4115754.0;12.209685;842.4864;858.0625;828.1719;11.481076;865.0689;879.84375;851.65625;13.470954;923.15356;942.9844;909.7344;13.197858;785.9486;804.7344;771.90625;12.546869;836.0834;855.7969;823.2344;10.645833;881.1573;895.25;868.7656;13.733744;840.888;857.8594;825.3906;14.501579;853.8562;873.21875;838.0781;12.609093;863.42865;880.4375;849.46875;13.290978;801.72876;818.4219;786.53125;12.404694;844.2142;859.96875;830.46875;13.781117;827.5235;846.03125;812.71875;12.102166;816.4722;831.9219;802.9375;12.595395;911.1717;927.21875;897.5625;13.611341;925.189;943.7344;910.90625;12.247716;870.90137;886.6094;856.875;11.758362;842.05493;858.0469;829.0;13.225978;853.0995;870.8281;839.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4117701.0;22.172523;794.1015;824.71875;746.3281;15.762401;836.64343;863.3906;803.3906;15.303006;904.5254;930.3125;870.5469;19.195253;738.88434;771.21875;700.2031;18.49197;838.2606;870.59375;800.6719;20.48885;854.0612;885.2969;812.09375;25.503242;766.0747;802.6875;711.7656;20.097296;826.1442;856.6406;782.3594;19.624958;880.6434;908.0625;834.96875;26.341177;770.19446;808.1719;712.34375;24.007235;833.56024;870.1875;780.8281;19.08006;828.98865;858.4219;787.0156;28.609655;787.39026;825.0469;723.9844;25.169071;935.08545;967.84375;876.34375;17.251097;940.1799;967.875;901.0469;24.152569;791.6924;824.6875;737.5625;20.624126;836.47235;865.6875;790.5469;18.740517;862.372;893.34375;819.5156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4119905.0;22.645144;799.2653;835.125;749.625;19.062479;844.85535;885.6406;804.84375;19.603527;909.9515;949.9531;867.84375;22.450108;755.41046;796.5781;706.96875;22.470774;839.9497;883.2969;794.7656;23.705727;859.878;900.0781;810.5156;24.586891;783.24225;822.90625;725.09375;19.93097;837.8209;878.53125;791.3906;19.658016;882.086;919.5625;837.2031;22.965706;785.83984;823.9531;729.0156;22.857653;840.1037;882.9219;788.6875;19.19627;833.1196;870.8906;788.5469;24.861712;797.6963;836.8125;738.1719;21.506727;927.93146;962.59375;876.6094;17.390224;940.72107;980.15625;902.3594;21.966896;804.72614;840.0156;749.59375;21.380651;840.1244;877.8281;792.5156;18.385227;867.19745;905.5625;826.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4306973.0;7.9853606;824.02704;839.7344;817.4219;6.999744;851.95245;864.8281;845.9375;6.7611585;867.7701;880.2969;861.59375;11.175668;754.46106;773.125;742.2969;7.9744196;825.3031;840.7031;818.3594;5.8342385;896.4539;907.8906;892.3125;8.805946;814.85504;831.0469;806.78125;7.3557343;853.11536;868.21875;847.875;5.845331;875.77014;886.7969;870.8594;7.161662;778.1122;792.3281;772.65625;7.5220575;902.6826;917.0781;896.2969;8.774088;853.71857;868.9844;845.15625;7.618615;818.2225;832.7344;811.78125;9.869206;903.59766;919.21875;892.9219;11.515425;928.9303;945.75;914.875;8.974097;836.39923;850.8125;826.6406;7.082062;907.8949;922.125;902.8125;7.211562;868.6127;882.0469;862.3281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4310538.0;17.45449;838.012;868.75;821.2344;18.159973;857.4381;889.15625;839.3594;18.931509;891.5417;923.7031;872.0469;17.018446;712.45605;742.6719;695.4219;18.691826;830.86206;862.9219;811.4844;18.719719;916.6815;949.0469;898.0;15.844819;773.70233;803.1406;757.9219;18.197142;885.0613;916.6875;865.875;18.423504;893.0644;924.7656;873.4375;16.961569;799.12683;829.46875;782.1719;17.963573;916.32544;947.75;897.65625;19.515173;896.78186;928.8906;874.7656;16.488615;821.58765;851.5781;805.3125;17.515177;883.455;914.7031;866.0156;18.16048;908.9841;940.40625;889.7344;16.231714;807.7519;837.5469;791.4375;17.184816;944.0561;975.2344;927.3125;18.232677;910.85095;942.4531;891.4844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4314100.0;11.540651;841.13605;861.7656;826.1719;11.807302;861.16754;881.9844;845.9531;11.751896;871.3238;892.71875;856.34375;11.094233;758.19336;777.9531;743.21875;10.645531;841.8468;860.6875;827.34375;12.404793;909.94635;932.7344;894.1875;10.21118;824.57733;841.625;810.0156;13.07551;876.5877;901.46875;860.84375;12.251327;882.88104;905.9531;867.9375;11.804229;792.9449;813.4375;777.6406;11.308224;916.3058;936.40625;901.2031;11.815342;859.45953;880.96875;844.1406;11.583577;829.8432;850.40625;814.8281;11.164684;893.9159;913.7656;879.0781;11.647318;908.5389;930.1406;893.34375;11.03471;835.1761;854.09375;820.4375;12.642176;929.68;953.0469;914.0625;12.608892;880.14923;903.71875;864.8594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4316907.0;20.807848;882.2353;896.9375;822.4844;22.198368;904.25793;921.375;840.71875;22.003448;938.18494;953.3281;874.8281;21.154684;757.249;772.9844;696.3125;22.330288;877.78894;894.5625;814.125;22.4455;964.20557;979.9375;899.9531;21.626928;818.44525;834.7656;758.5;21.92489;931.37103;946.0;868.9219;21.360826;938.6582;951.0625;876.78125;20.433031;843.0021;855.0469;784.0156;22.2584;962.7172;979.34375;900.25;22.58225;943.91235;960.1406;879.6719;20.082888;864.57166;876.84375;806.8125;20.741404;928.0124;940.0156;867.9844;21.294785;954.12573;968.1875;892.96875;20.75006;850.71606;865.4531;792.59375;21.720604;989.9365;1004.2031;928.4844;22.405172;957.75604;973.34375;894.3594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3536505.0;12.8861685;893.19617;913.3281;878.6875;9.895262;941.94;957.3906;930.7031;8.859255;1021.9517;1036.3125;1012.25;11.94765;880.2193;899.7656;867.7969;9.070985;937.2964;951.75;927.21875;10.723126;931.4379;947.75;919.125;10.753491;872.02936;888.7031;859.8594;8.332915;960.7725;973.375;950.90625;8.327949;928.068;941.0;918.8594;9.694757;876.6157;891.3906;865.8906;9.530444;942.19434;955.8125;930.71875;7.7418637;928.1985;938.9531;918.6719;7.570575;868.7979;879.0;859.21875;6.9335666;982.8834;992.4531;973.6094;6.5101204;1024.3495;1034.0625;1016.96875;9.962862;906.64374;920.875;895.4375;9.689587;935.3313;949.4219;924.2969;8.687645;947.967;961.28125;938.46875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1700707.0;4.740658;979.60065;987.3281;969.5781;4.597563;974.6616;982.84375;965.59375;5.0197954;1017.44025;1024.9844;1005.9375;6.5779843;1038.4487;1051.5781;1026.9844;4.83604;1095.1512;1104.5781;1086.8125;7.26547;944.76056;959.46875;933.8594;8.08948;1021.2707;1037.3281;1007.7344;6.684409;1005.371;1019.09375;993.28125;7.266232;1013.8258;1028.9844;1001.5;8.049744;976.06213;991.125;962.40625;6.654482;972.3152;985.1406;960.9375;7.3198824;998.6517;1014.8125;988.0156;6.4939275;964.2559;976.1406;953.09375;7.1115584;998.2994;1010.5156;984.53125;7.0632997;1029.2354;1040.9844;1014.59375;8.326164;1016.5363;1032.3125;1003.46875;8.925341;1048.188;1065.3281;1033.375;8.475655;988.3984;1004.8594;973.8906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;