Código Município;u2_min2014/11/01;u2_mean2014/11/01;u2_sd2014/11/01;u2_max2014/11/01;u2_min2014/12/01;u2_mean2014/12/01;u2_sd2014/12/01;u2_max2014/12/01;u2_min2015/01/01;u2_mean2015/01/01;u2_sd2015/01/01;u2_max2015/01/01;u2_min2015/11/01;u2_mean2015/11/01;u2_sd2015/11/01;u2_max2015/11/01;u2_min2015/12/01;u2_mean2015/12/01;u2_sd2015/12/01;u2_max2015/12/01;u2_min2016/01/01;u2_mean2016/01/01;u2_sd2016/01/01;u2_max2016/01/01;u2_min2016/11/01;u2_mean2016/11/01;u2_sd2016/11/01;u2_max2016/11/01;u2_min2016/12/01;u2_mean2016/12/01;u2_sd2016/12/01;u2_max2016/12/01;u2_min2017/01/01;u2_mean2017/01/01;u2_sd2017/01/01;u2_max2017/01/01;u2_min2017/11/01;u2_mean2017/11/01;u2_sd2017/11/01;u2_max2017/11/01;u2_min2017/12/01;u2_mean2017/12/01;u2_sd2017/12/01;u2_max2017/12/01;u2_min2018/01/01;u2_mean2018/01/01;u2_sd2018/01/01;u2_max2018/01/01;u2_min2018/11/01;u2_mean2018/11/01;u2_sd2018/11/01;u2_max2018/11/01;u2_min2018/12/01;u2_mean2018/12/01;u2_sd2018/12/01;u2_max2018/12/01;u2_min2019/01/01;u2_mean2019/01/01;u2_sd2019/01/01;u2_max2019/01/01;u2_min2019/11/01;u2_mean2019/11/01;u2_sd2019/11/01;u2_max2019/11/01;u2_min2019/12/01;u2_mean2019/12/01;u2_sd2019/12/01;u2_max2019/12/01;u2_min2020/01/01;u2_mean2020/01/01;u2_sd2020/01/01;u2_max2020/01/01;u2_min2020/11/01;u2_mean2020/11/01;u2_sd2020/11/01;u2_max2020/11/01;u2_min2020/12/01;u2_mean2020/12/01;u2_sd2020/12/01;u2_max2020/12/01;u2_min2021/01/01;u2_mean2021/01/01;u2_sd2021/01/01;u2_max2021/01/01;
5103502.0;30.251709;35.83623;3.3594272;46.804688;23.787354;28.397287;3.2822673;39.88965;24.462402;29.932291;2.8204865;37.407715;26.031494;30.330542;2.863141;41.484863;22.97583;27.808607;3.532792;40.422363;26.367676;31.793642;3.9948347;44.03174;26.637207;33.50523;3.9630606;43.92285;27.599121;33.44498;3.4420598;42.993652;20.832031;25.768774;3.0141413;36.05078;25.530273;30.355232;2.6856859;38.041504;28.493164;34.836086;3.608518;44.22998;26.382324;31.316967;3.4262297;41.248047;27.823975;33.9996;2.92552;40.811523;31.55664;38.033604;3.1567404;44.25879;28.688477;34.445415;2.8084238;40.208496;21.566895;28.677893;3.6493647;36.972168;19.982422;26.383066;3.3749664;33.578613;22.305908;29.79844;3.9464529;38.24756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5105259.0;27.641113;33.736546;2.5715835;37.89258;22.59497;28.389015;2.5391648;32.359375;21.60254;25.82001;1.9506363;28.916504;26.98877;32.06919;2.2903214;35.777344;23.85962;29.488155;2.4063077;33.396973;27.823486;32.12924;1.8709383;35.485107;38.686523;42.980072;2.353934;48.103027;34.01172;37.994312;2.0569978;42.350098;26.5;30.235605;1.578634;33.01123;29.81543;32.28428;1.2425256;34.681152;35.501465;37.769424;1.0971613;39.868164;32.438477;34.29558;0.95511305;36.287598;25.167969;32.33483;3.2090707;36.862793;31.898926;38.930298;2.8921287;42.7041;31.656738;35.289368;2.0377765;38.459473;22.58496;27.036533;2.2116559;30.934082;20.105469;24.65816;1.9880737;28.04248;23.875977;29.479132;2.5715632;34.436035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106224.0;26.61621;36.690643;5.1572514;49.293945;21.522217;29.916525;5.550716;43.77881;20.63379;27.580097;4.6228085;39.043457;24.624268;33.27757;5.587477;47.365234;21.93457;31.441679;5.9797006;47.664062;25.844238;33.082516;6.2802653;51.836914;34.04492;43.139225;5.0497303;54.09961;31.693848;39.044376;4.4933014;49.286133;24.125488;30.844126;4.625148;42.301758;27.884277;33.371292;3.9022703;45.61328;33.367676;39.075302;3.2847643;48.041016;30.636719;35.853046;3.2288673;44.80371;24.217773;35.909363;4.612761;45.45117;30.025879;40.888676;3.6329293;46.416992;28.361572;37.306103;3.4698954;43.541016;18.507324;25.527218;3.4650092;33.54834;17.092773;23.791271;3.5478072;31.791992;19.737793;27.90895;4.445449;38.518555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106257.0;27.065918;32.721107;2.8438988;38.746094;25.729492;30.55638;2.4815593;36.097168;22.424805;25.936224;2.1352324;31.45166;24.610352;29.312393;2.7656944;35.975098;23.672607;28.298405;2.6075628;34.603516;28.156982;35.009106;3.4806025;43.026367;13.863037;24.451382;4.84277;33.671387;13.385315;22.049168;4.305094;31.139648;23.601318;29.652243;3.5940156;38.00293;25.326172;32.262558;3.9319165;40.446777;20.192871;28.713453;4.0415606;37.80713;20.107422;27.805536;3.5921705;35.686035;24.347412;29.600494;3.1830451;37.18799;27.880127;34.345745;3.3066907;40.993652;22.51294;28.21963;3.552144;36.033203;13.813965;20.305384;2.8904376;25.671875;6.37146;13.144942;3.1096082;19.072021;11.152222;17.848492;3.0489604;23.240967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106372.0;32.064453;41.84107;5.0314655;50.395508;31.125;39.989555;4.8764787;48.492676;31.906738;38.888702;3.7996697;45.7959;27.814941;35.757786;4.609069;43.563965;26.947754;35.76618;4.932985;43.928223;26.160889;33.99658;4.6866117;42.37744;31.507812;38.74775;3.8196213;47.374023;34.308105;38.931843;2.6277666;45.61328;29.04248;33.356506;2.618839;38.395996;31.729492;36.77534;2.8216803;43.362305;26.302002;33.34186;3.982721;41.526367;29.451172;34.36505;3.0867631;41.53125;29.69043;37.079742;3.9079752;44.17383;26.769043;31.877129;3.2178612;39.184082;27.509766;32.492157;3.1718051;39.89502;28.937012;34.6952;2.3296375;39.705566;36.245117;43.835182;3.7524095;50.947266;39.70996;46.776123;3.329078;53.03711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107040.0;34.751465;41.480125;2.7376225;46.713867;33.25049;40.19923;2.7540393;45.414062;31.513184;38.27659;2.3558095;42.441406;35.856934;43.237404;2.7711205;48.355957;34.401855;41.782814;2.7778003;47.23633;39.541992;50.25158;3.9583852;56.20215;38.754883;49.69249;4.1769166;55.911133;39.833008;47.83161;2.8899355;52.58252;37.61133;46.112736;2.8966663;51.01367;47.305664;56.758167;3.073145;60.786133;35.073242;49.717857;5.423379;58.536133;34.66748;46.77147;4.473913;54.421875;44.8125;52.29319;2.735066;56.506836;40.37451;48.273544;3.0969267;53.26758;40.64746;49.20555;3.2690206;54.496094;23.954346;33.07018;3.7732196;40.39502;21.185303;33.333447;4.7777305;40.990723;26.80371;41.579205;5.8642697;50.938965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107065.0;17.626709;27.445393;3.7928474;34.25293;19.85498;28.622421;3.6011322;35.030273;18.643555;24.63686;2.3560693;29.768555;20.756592;28.0132;2.8314981;33.83203;20.974854;27.238798;2.6483564;32.88916;24.826172;31.46935;2.8278494;37.623047;13.79126;23.597036;3.7095766;29.713867;14.147949;23.27342;3.399789;29.10498;16.716187;24.728168;2.7726586;29.907227;18.270508;25.626795;2.5459514;30.190918;16.635742;25.209517;3.0171342;30.981445;16.312744;24.074572;2.7525206;29.47754;19.09082;28.18278;3.5085711;34.632324;21.90503;31.641;3.6816878;38.66797;18.959229;26.495924;3.5832958;33.890625;15.429199;26.640709;3.7730768;34.055176;12.421387;24.495682;4.4758444;33.46875;19.440674;32.48917;4.5340447;41.12207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107875.0;24.853516;32.09465;3.6561882;38.554688;24.19336;32.25653;3.6821797;38.938965;22.303467;29.122707;3.223308;35.47705;28.049805;36.511547;3.0187166;41.340332;28.166016;34.107933;2.2320158;38.08545;32.04785;39.66657;2.7688746;44.17627;28.374512;34.363316;2.3035262;38.13672;30.23169;38.032707;2.9376369;42.478516;24.67041;30.955769;2.3904808;34.407715;23.007812;30.943409;3.397646;35.634766;26.204102;32.645763;2.641311;36.49463;22.446045;28.419874;2.3663867;31.5625;20.362793;27.667906;3.9303045;35.56494;23.771973;31.604414;3.8268697;39.135742;26.430176;31.531172;2.7235758;38.185547;19.116943;29.537113;5.1842985;36.577637;18.810059;27.785833;3.6843374;33.77539;24.067627;34.225094;4.1645803;40.086426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107925.0;31.187012;37.113865;3.4932358;47.239258;27.023438;34.19371;4.026453;44.751465;25.54126;30.760138;3.1071646;39.336426;30.855469;37.163094;3.6965885;47.530273;28.447266;34.66426;3.8814309;46.18164;31.80835;37.36479;3.5540953;48.82617;30.402832;44.086826;6.143376;53.53711;29.526367;39.20447;4.8199944;48.685547;29.020996;33.80627;2.8286266;42.050293;29.989258;34.80661;2.8855362;43.59912;32.91748;38.16318;2.275495;43.811523;30.125;34.921513;2.136911;40.311523;27.286621;35.33141;4.786656;46.799805;32.748047;40.598564;3.876863;48.958984;31.325684;38.14265;3.4289978;46.003906;27.17334;33.177795;2.6628637;37.75879;24.010498;29.49741;2.3940213;34.087402;29.138428;35.280388;2.9016335;42.398438;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4103453.0;53.129883;56.501427;1.8577936;58.378906;62.856934;65.53018;2.2676864;69.05371;50.004883;53.03004;2.8343935;57.395508;59.125977;61.71836;2.4077673;65.75195;54.947754;57.313347;1.8692936;59.72461;57.476562;60.53745;1.9789288;62.37549;56.010742;59.27984;2.3499575;63.819336;53.461914;56.0225;1.7738752;58.99707;51.07715;53.051147;1.1594759;54.845703;57.814453;63.08673;2.4853117;65.13623;54.722656;60.630653;2.2396646;61.878906;48.14453;55.520058;3.440353;57.7041;60.410156;66.14627;2.767652;67.961914;51.402344;55.530647;2.1263363;57.53711;56.0625;58.78805;2.298702;63.05957;59.692383;63.254963;2.5393124;66.978516;41.3667;45.041042;2.2701333;47.833008;36.648438;40.81564;2.560927;43.734375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4104808.0;48.784668;53.972916;3.031319;60.58496;60.955566;68.626335;3.9902432;76.0166;51.76953;61.601185;5.0607095;70.86426;56.7041;61.571;2.4524338;65.9209;52.483887;58.649944;2.9549341;63.40039;52.152832;58.94337;3.0108795;64.81152;49.08789;57.57304;3.6482658;63.67871;46.4292;55.6906;3.5842986;61.339844;43.45752;51.735863;2.8363938;56.533203;54.37256;62.31624;3.4705915;68.25391;48.97119;57.95939;3.1077433;62.770508;46.02539;53.347443;3.02161;58.442383;55.47998;62.00558;3.215486;67.97119;43.887695;51.104282;3.806392;58.17871;43.16211;52.27078;5.199351;62.46875;46.22412;56.67128;4.697355;65.21094;32.58203;39.401333;3.8353083;48.166992;29.145508;35.209698;3.6298885;43.356934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2910503.0;42.395996;51.43643;4.487249;57.6709;42.83203;53.378418;5.008071;59.3125;42.7666;53.247887;5.071973;59.868164;49.60547;59.143723;4.931144;65.802734;45.31836;56.275345;5.6323614;62.46289;40.836426;49.69033;4.719187;54.020508;52.586914;60.918133;4.5472713;66.63672;45.157227;56.43043;6.549326;63.3584;42.629883;52.09503;6.4344034;58.79883;54.344727;62.556988;3.9421685;67.9082;55.19922;63.080265;3.9376395;68.106445;56.270508;64.17564;3.9400418;69.11328;55.53125;62.898964;3.573355;68.46484;49.683594;57.94489;3.9032507;62.901367;51.192383;59.933426;3.7119617;64.70117;55.333984;60.969055;3.0117345;66.5;57.13379;62.174835;2.739405;67.225586;51.94336;57.632427;2.926117;62.021484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4107603.0;42.605957;49.346497;4.4953537;56.126953;45.873535;51.84329;3.802021;57.88965;36.754395;41.78803;3.4502325;47.615234;36.855957;43.233566;4.612334;51.163086;34.94922;39.541603;3.1998003;45.196777;40.555664;49.02549;5.861448;58.921875;43.198242;51.55133;5.4633594;60.020508;39.979492;45.485275;3.7431922;51.31543;27.559326;32.867683;3.2641459;38.48047;40.183594;49.671124;5.8892803;60.163086;38.25;46.13741;4.958567;54.793945;37.08789;43.82953;4.892104;52.98047;47.262207;57.806942;7.4923515;71.2417;34.885254;40.492737;5.230215;50.216797;30.104492;35.568565;4.8936944;44.62256;46.711426;54.812626;4.8219156;60.71582;30.562012;43.141205;6.3832893;51.926758;30.43164;40.713203;5.0811243;46.94873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4109401.0;32.221924;39.747715;6.381271;52.896484;34.90625;42.096798;6.983399;58.965332;31.409668;37.182076;5.9752097;52.009766;30.381836;35.83485;4.7528524;46.58789;29.160645;34.048916;4.382737;44.734375;29.557617;37.675697;6.047179;49.98584;28.876465;37.10911;5.5257354;50.933594;32.493164;39.65098;4.8770013;51.762207;34.646484;39.365;2.708812;47.90625;29.226074;37.07727;6.4458165;56.36914;26.602783;34.592808;6.2605715;54.836914;29.996094;36.44433;5.3085804;51.78711;38.817383;46.350513;5.893022;60.777832;34.222656;39.490265;4.9975505;55.53125;33.317383;37.889553;4.7834725;53.779297;43.3833;49.6045;5.8175945;63.521484;34.953125;39.558495;2.6739228;48.299805;35.46875;39.600803;2.1367793;45.38867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4113700.0;38.62256;42.76088;2.9510965;49.941406;40.467285;44.082745;3.0348752;51.59912;30.87915;34.088657;2.608052;40.90088;32.95508;37.68936;4.1185236;48.168945;29.822266;33.007896;3.0315375;41.59131;37.936768;44.251125;5.1239023;56.592285;41.768066;47.160286;4.3264575;58.413574;35.435547;39.371216;3.2667015;47.844727;22.84253;26.760757;3.2238843;34.0708;39.875977;47.687897;4.706259;56.839844;37.07666;43.260635;3.7948713;51.034668;34.77539;40.686638;3.7422976;48.27002;45.216797;54.07144;6.1928773;67.37158;29.24878;35.658375;4.777866;45.242188;24.736328;30.403736;4.213492;39.61377;45.66504;53.714912;5.044018;63.9375;32.57959;39.938046;5.184531;52.35791;31.84668;38.03407;4.023107;46.640137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4115754.0;43.1875;49.414944;4.2062817;54.06543;43.321777;51.419132;4.8206162;55.92383;34.563965;40.731228;4.08207;45.26709;38.078125;42.489452;4.31051;49.088867;33.76367;38.58905;3.5486338;43.01465;45.476562;48.029987;4.3484077;56.239746;48.257324;52.480904;3.9975603;58.598633;39.947754;45.177578;3.794128;49.628418;28.072998;30.575706;2.4721038;34.34961;48.11914;49.924114;4.494961;59.05664;43.885254;45.923637;3.937525;53.682617;41.566406;43.370575;4.1589913;51.85254;54.825195;57.248962;6.080855;69.74609;37.77881;39.109905;4.6510015;48.911133;32.958984;34.456997;4.3180246;43.416992;55.583496;56.77655;1.9315737;60.436523;42.177734;43.418373;3.4297805;50.532715;40.200684;41.19468;2.1656804;45.50049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4117701.0;29.274902;34.27729;3.5624435;40.311523;30.70459;36.13918;3.7527542;42.260254;26.992676;32.476078;3.7884855;38.394043;25.499023;30.883986;3.6151223;36.91211;26.424805;32.622757;4.177605;39.07666;26.885254;34.381203;4.911898;40.29492;27.329834;34.279232;4.6628;41.575684;26.901123;34.06223;5.098668;43.234375;24.03833;30.379599;4.657781;39.200684;30.76709;37.43822;4.7769327;45.685547;27.688232;33.107574;4.1871524;40.93213;31.878906;39.05333;5.3205595;48.200684;33.759766;40.063015;3.7654595;46.854004;28.524414;34.775913;4.7468786;43.8208;24.856934;30.404654;4.2789893;39.135254;31.61084;35.79618;2.7872305;42.558594;26.96289;30.450096;2.373665;35.89209;26.134277;29.918692;2.9076195;36.975098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4119905.0;29.363037;35.89025;4.583652;45.117188;30.749268;37.524406;4.5469556;47.254883;27.296875;34.059326;4.493298;43.694824;26.197266;33.31807;4.682894;43.228027;26.953613;33.8548;5.1383286;44.6167;27.276855;37.444572;7.3310885;51.479492;28.264404;38.491436;6.4949903;49.645508;27.999512;35.963737;4.616461;44.055176;25.026367;32.654526;4.256077;39.99756;31.282715;37.590965;4.2671833;45.77881;28.0708;32.912167;3.4916008;40.129395;31.21753;36.328587;4.337221;44.94043;36.660156;43.666183;5.343806;52.575684;28.471191;33.411385;3.9012587;41.66455;24.751465;29.97779;3.7176957;37.793457;32.575684;38.96808;4.0330367;46.25293;27.206543;34.44174;5.1917887;43.609375;27.027344;32.69674;3.263174;38.993164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4306973.0;58.998535;62.950382;3.1506057;67.8916;63.902344;67.298645;2.8983912;71.96973;56.879883;59.683952;2.4851553;63.620117;59.66797;62.676292;2.363354;66.225586;58.589844;61.655586;2.9077892;66.71484;57.918945;61.925674;2.9526777;66.2793;58.149414;61.872066;2.781332;65.58008;56.217285;59.49904;2.892821;64.13916;53.77832;57.31361;2.8194923;61.68457;54.79785;59.890507;3.2816143;64.25488;54.655273;59.248856;3.2205467;63.78125;51.723145;55.5812;2.9684129;59.66797;49.552246;53.59691;3.0724509;57.68506;42.93994;48.01445;3.541589;52.47998;43.61621;48.0274;3.3506408;52.39502;67.356445;72.14858;2.4301953;73.15332;60.430664;64.378876;2.0825872;65.4541;61.087402;64.941;2.0009878;66.12891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4310538.0;41.507324;44.064068;2.273202;47.8584;42.99121;46.10168;2.8370442;51.132324;36.80127;39.32323;2.9205186;45.178223;55.419434;60.690647;3.7570443;65.56006;47.426758;50.85215;3.2158468;56.535156;46.481445;50.310417;3.233582;55.726562;45.84668;51.19689;2.8171976;52.677734;48.067383;54.372993;3.2241178;55.583008;42.705566;50.167725;3.8484924;51.50293;52.740234;54.285347;2.1443894;58.186523;55.33545;57.05937;1.6685668;59.86035;51.15332;53.369064;1.6834484;55.820312;55.45166;56.379395;1.8060386;60.126465;50.88379;51.889885;1.6948007;55.171875;52.521484;54.016365;1.309917;56.16211;57.161133;58.83059;1.4033991;60.907715;49.23877;50.210037;1.3494279;52.745605;53.570312;55.344437;1.6701483;58.032227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4314100.0;66.61377;71.70861;2.9219944;76.4541;69.137695;73.72625;2.8600595;78.63379;60.67383;63.96698;2.2660832;67.84766;69.08887;78.926895;3.9031813;83.62109;67.61719;75.3379;3.3830485;79.80078;65.70801;74.4032;3.3890889;78.88379;62.160156;69.31855;3.4573362;74.31055;61.336914;68.22971;3.8290691;73.72656;56.61914;59.735428;2.3932421;63.996094;58.52832;63.95908;3.1490927;68.35742;59.896484;72.00066;4.8149004;76.4834;57.512695;68.22994;4.954671;73.56348;59.54248;71.597664;6.7400074;79.87988;53.476074;64.524;6.5422735;74.43164;53.91748;65.00259;6.6789713;75.20703;65.92871;75.232895;3.9101677;79.50098;59.161133;67.91299;3.642645;72.197266;60.7417;68.24284;3.692549;72.825195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4316907.0;40.765137;46.042873;2.87672;51.15918;42.51172;49.34842;3.261028;54.38965;36.699707;43.979378;3.2682695;48.816895;55.55127;64.14199;3.9531555;70.30664;47.65918;55.97141;3.6927145;61.2334;46.708008;56.133797;4.0251393;61.759766;46.875977;54.529583;3.356037;60.29785;49.148926;58.365986;4.076687;65.23926;43.884766;54.1205;3.8867636;60.612305;52.990234;57.406944;3.5944161;64.4375;55.820312;60.191628;3.2783673;66.44238;51.737305;57.137558;3.9967508;64.618164;55.20166;59.89382;3.5528963;66.58887;50.657227;55.327095;3.73949;62.257812;53.03125;57.476315;3.4349778;63.896484;57.49707;61.940205;3.0396206;67.924805;49.117676;53.354347;3.3441052;59.624023;53.8042;58.734562;3.4330723;65.15723;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3536505.0;36.376953;40.914577;2.2441452;42.26172;34.921387;37.859875;1.6443394;39.25537;32.166504;34.407276;1.3239566;35.544434;29.517578;31.873825;1.3960444;33.104492;32.39746;34.336292;1.2954248;35.69336;36.652344;41.292553;2.504127;43.31006;38.67627;41.48132;1.677409;42.830566;35.141113;37.832466;1.6070765;39.08008;26.628418;28.637041;1.3427179;29.737793;37.970703;40.793854;1.8235642;42.4917;33.581543;36.249413;1.6884109;37.746582;29.310791;31.532988;1.5482032;32.92285;36.83838;40.74215;2.4387968;43.14453;31.788574;34.378;1.8911629;36.58252;29.896484;31.18834;1.3298769;33.26465;35.578613;40.22666;2.7254276;42.318848;28.33545;30.9559;1.933172;33.398926;27.93335;30.63889;1.9239922;32.648438;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1700707.0;28.187744;28.703316;0.30620244;29.248535;32.222168;33.034466;0.5147107;33.8584;26.885254;27.459196;0.37316176;28.094238;34.0083;35.192688;0.65010244;36.32666;36.08203;37.336212;0.69334054;38.563965;38.69922;40.587494;1.1224592;42.61914;36.577637;37.824116;0.6993378;39.08545;34.41797;35.89587;0.8298591;37.34668;29.286133;30.782003;0.88935184;32.385254;34.9541;36.541668;1.041987;38.242676;33.470215;34.73025;0.7075565;35.998535;31.91748;33.17568;0.7103574;34.46338;29.62793;30.604622;0.56930065;31.64502;28.129883;29.664621;0.85409844;30.995117;28.708984;29.690973;0.5562498;30.687012;30.297363;32.337406;1.0732259;34.023926;30.832031;33.251377;1.3088316;35.351562;30.500977;33.33634;1.4744176;35.676758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;